pk,name,country,latitude,longitude,collector,collection_date,cs_number,species
8537,328ME010,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8538,328ME011,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8539,328ME012,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8540,328ME013,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8541,328ME014,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8542,328ME015,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8543,328ME016,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8544,328ME017,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8545,328ME018,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8546,328ME019,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8547,328ME020,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8548,328ME021,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8549,328ME022,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8550,328ME023,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8551,328ME024,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8552,328ME025,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8553,328ME028,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8554,328ME029,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8555,328ME030,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8556,328ME031,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8557,328ME032,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8558,328ME033,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8559,328ME034,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8560,328ME035,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8561,328ME036,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8562,328ME037,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8563,328ME038,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8564,328ME039,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8565,328ME040,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8566,328ME041,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8567,328ME042,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8568,328ME043,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8569,328ME044,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8570,328ME045,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8571,328ME046,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8572,328ME047,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8573,328ME048,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8574,328ME049,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8575,328ME050,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8576,328ME051,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8577,328ME052,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8578,328ME053,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8579,328ME054,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8580,328ME055,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8581,328ME056,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8582,328ME057,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8583,328ME058,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8584,328ME059,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8585,328ME060,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8586,328ME061,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8587,328ME062,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8588,328ME063,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8589,328ME064,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8590,328ME065,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8591,328ME066,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8592,328ME067,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8593,328ME068,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8594,328ME069,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8595,328ME070,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8596,328ME071,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8597,328ME075,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8598,328ME076,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8599,328ME077,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8600,328ME078,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8601,328ME081,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8602,328ME082,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8603,328ME083,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8604,328ME084,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8605,328ME085,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8606,328ME086,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8607,328ME087,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8608,11ME1.23,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8609,11ME1.28,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8610,11ME1.32,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8611,11ME1.33,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8612,11ME1.34,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8613,11ME1.36,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8614,11ME1.37,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8615,11ME1.40,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8616,11ME1.41,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8617,11ME1.42,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8618,11ME1.43,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8619,11ME1.44,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8620,11ME1.47,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8621,11ME1.48,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8622,11ME1.51,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8623,1130ME1.52,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8624,1130ME1.53,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8625,11ME1.54,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8626,11ME1.55,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8627,11ME1.56,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8628,11ME2.1,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8629,11ME2.10,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8630,11ME2.11,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8631,11ME2.12,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8632,11ME2.14,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8633,11ME2.16,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8634,11ME2.17,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8635,11ME2.18,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8636,11ME2.2,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8637,11ME2.21,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8638,11ME2.23,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8639,11ME2.3,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8640,11ME2.5,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8641,11ME2.6,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8642,11ME2.7,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8643,11ME2.8,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8644,1130ME3.15,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8645,11ME3.15,US,42.093,-86.359,Justin Borevitz,,,Arabidopsis thaliana
8646,328PNA001,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8647,328PNA002,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8648,328PNA003,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8649,328PNA004,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8650,328PNA005,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8651,328PNA006,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8652,328PNA007,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8653,328PNA008,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8654,328PNA009,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8655,328PNA010,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8656,328PNA011,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8657,328PNA012,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8658,328PNA013,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8659,328PNA014,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8660,328PNA015,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8661,328PNA017,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8662,328PNA018,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8663,328PNA019,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8664,328PNA020,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8665,328PNA021,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8666,328PNA022,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8667,328PNA023,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8668,328PNA025,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8669,328PNA028,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8670,328PNA029,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8671,328PNA030,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8672,328PNA031,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8673,328PNA032,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8674,328PNA033,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8675,328PNA034,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8676,328PNA035,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8677,328PNA036,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8678,328PNA037,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8679,328PNA038,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8680,328PNA039,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8681,328PNA040,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8682,328PNA041,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8683,328PNA042,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8684,328PNA044,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8685,328PNA045,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8686,328PNA046,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8687,328PNA047,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8688,328PNA049,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8689,328PNA050,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8690,328PNA051,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8691,328PNA052,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8692,328PNA054,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8693,328PNA055,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8694,328PNA056,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8695,328PNA057,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8696,328PNA058,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8697,328PNA059,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8698,328PNA061,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8699,328PNA062,US,42.0945,-86.3253,Justin Borevitz,,CS79032,Arabidopsis thaliana
8700,328PNA063,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8701,328PNA064,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8702,328PNA065,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8703,328PNA066,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8704,328PNA067,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8705,328PNA068,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8706,328PNA069,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8707,328PNA070,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8708,328PNA073,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8709,328PNA074,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8710,328PNA075,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8711,328PNA076,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8712,328PNA077,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8713,328PNA078,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8714,328PNA079,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8715,328PNA080,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8716,328PNA081,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8717,328PNA082,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8718,11PNA1.1,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8719,1130PNA1.10,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8720,11PNA1.11,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8721,11PNA1.12,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8722,11PNA1.13,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8723,11PNA1.14,US,42.0945,-86.3253,Justin Borevitz,,CS79033,Arabidopsis thaliana
8724,11PNA1.15,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8725,11PNA1.4,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8726,11PNA1.5,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8727,11PNA1.6,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8728,11PNA1.7,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8729,11PNA1.8,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8730,11PNA1.9,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8731,11PNA2.21,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8732,11PNA2.29,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8733,11PNA2.30,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8734,11PNA2.31,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8735,11PNA2.32,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8736,11PNA2.33,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8737,11PNA2.34,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8738,11PNA2.35,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8739,11PNA2.38,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8740,11PNA2.40,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8741,11PNA2.41,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8742,11PNA2.42,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8743,11PNA2.43,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8744,11PNA2.44,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8745,11PNA2.46,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8746,11PNA2.47,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8747,11PNA2.48,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8748,11PNA2.49,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8749,11PNA2.50,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8750,11PNA2.51,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8751,11PNA2.52,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8752,11PNA2.53,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8753,1130PNA2.54,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8754,11PNA2.56,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8755,11PNA2.58,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8756,11PNA2.59,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8757,11PNA2.61,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8758,11PNA3.17,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8759,11PNA3.18,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8760,11PNA3.19,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8761,11PNA3.20,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8762,11PNA3.21,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8763,11PNA3.22,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8764,11PNA3.23,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8765,11PNA3.25,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8766,11PNA3.26,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8767,11PNA3.62,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8768,11PNA3.63,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8769,11PNA3.64,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8770,11PNA3.65,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8771,11PNA3.66,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8772,11PNA3.69,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8773,11PNA3.70,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8774,11PNA3.71,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8775,11PNA3.72,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8776,11PNA3.74,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8777,11PNA3.75,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8778,11PNA3.76,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8779,11PNA3.77,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8780,11PNA3.78,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8781,11PNA3.80,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8782,11PNA3.81,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8783,11PNA3.82,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8784,11PNA3.83,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8785,11PNA3.84,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8786,11PNA3.85,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8787,11PNA3.86,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8788,11PNA3.87,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8789,11PNA3.88,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8790,11PNA3.89,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8791,11PNA3.90,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8792,11PNA3.91,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8793,11PNA3.92,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8794,11PNA3.93,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8795,11PNA4.100,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8796,11PNA4.101,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8797,11PNA4.102,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8798,11PNA4.103,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8799,11PNA4.104,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8800,11PNA4.105,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8801,11PNA4.106,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8802,11PNA4.107,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8803,11PNA4.108,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8804,11PNA4.109,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8805,11PNA4.110,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8806,11PNA4.111,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8807,11PNA4.112,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8808,11PNA4.113,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8809,11PNA4.114,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8810,11PNA4.115,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8811,11PNA4.116,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8812,11PNA4.117,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8813,11PNA4.118,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8814,11PNA4.119,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8815,11PNA4.120,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8816,11PNA4.121,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8817,11PNA4.122,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8818,11PNA4.123,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8819,11PNA4.124,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8820,11PNA4.125,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8821,11PNA4.126,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8822,11PNA4.127,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8823,11PNA4.128,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8824,11PNA4.129,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8825,11PNA4.94,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8826,11PNA4.95,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8827,11PNA4.96,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8828,11PNA4.97,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8829,11PNA4.98,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8830,11PNA4.99,US,42.0945,-86.3253,Justin Borevitz,,,Arabidopsis thaliana
8831,914RM166.14,US,41.36,-86.74,Justin Borevitz,,,Arabidopsis thaliana
8832,328RMX001,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8833,328RMX002,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8834,328RMX003,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8835,328RMX004,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8836,328RMX005,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8837,328RMX006,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8838,328RMX007,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8839,328RMX008,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8840,328RMX009,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8841,328RMX010,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8842,328RMX011,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8843,328RMX012,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8844,328RMX013,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8845,328RMX014,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8846,328RMX015,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
8847,328RMX016,US,42.036,-86.511,Justin Borevitz,,,Arabidopsis thaliana
