paper	phenotype	numaccessions	phenotypecategory	stressstrategy
Kliebenstein_Chan_PlosGen_2010_PID_21079692	maltose_1_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	maltose_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	mannitol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	mannitol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	monopalmitin_1_glyceride_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	monopalmitin_1_glyceride_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	myristic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	myristic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	N_acetyl_D_hexosamine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	N_acetyl_D_mannosamine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	oleic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	oleic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ornithine_4TMS_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	oxoproline_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	oxoproline_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	oxoproline_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	palatinose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	palmitic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	pelargonic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	pelargonic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	pentadecanoic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	phenylalanine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	phosphoric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	phosphoric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	phytol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	phytol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	pipecolic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	proline_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	proline_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	putrescine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	putrescine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	pyrrole_2_carboxylic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	rhamnose_1_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	rhamnose_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ribitol_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ribitol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ribose_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ribose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	serine_1_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	serine_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	serine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	serine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	shikimic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	stearic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	succinic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	succinic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	talose_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	talose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threitol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threitol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threonic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threonic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threonine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	threonine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	tocopherol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	trans_sinapinic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	trans_sinapinic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	trehalose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	tyrosine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	tyrosine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	urea_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	urea_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	valine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	valine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X1_2_4_benzenetriol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X1_2_4_benzenetriol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X1_hexadecanol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X1_monostearin_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X2_palmitoleic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X2_palmitoleic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X4_hydroxybenzoate_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X4_hydroxyproline_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X4_hydroxyproline_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	X5_aminovaleric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	xylonic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	xylose_1_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	xylose_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_cx_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_cy_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_eccentricity_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_eccentricity_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_theta_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_0_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_eccentricity_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_eccentricity_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bblu_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrn_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrn_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrn_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrn_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_majoraxis_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_majoraxis_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_majoraxis_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_majoraxis_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bgrnblu_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_theta_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_blu_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bred_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bred_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bred_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bred_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_eccentricity_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_eccentricity_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_majoraxis_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_majoraxis_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_majoraxis_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_majoraxis_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_theta_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredblu_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_eccentricity_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_eccentricity_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_majoraxis_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_majoraxis_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_majoraxis_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_theta_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Bredgrn_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Grn_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Grn_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Grn_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Grn_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Grn_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_majoraxis_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_majoraxis_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_majoraxis_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_majoraxis_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_grnblu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Prop_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Prop_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_eccentricity_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_eccentricity_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_majoraxis_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_majoraxis_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_majoraxis_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_majoraxis_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_theta_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_theta_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redblu_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_eccentricity_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_eccentricity_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_eccentricity_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_majoraxis_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_theta_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_theta_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_redgrn_m_theta_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Size_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Size_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Size_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Size_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Size_UKRazz	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Ylw_B05_10	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Ylw_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Lesion_Ylw_Supersteak	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Remaining_Leaf_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Ylw_Lesion_Proportion_Apple517	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Ylw_Lesion_Proportion_Ctrl	92	Defense	NA
Kliebenstein_Fordyce_PlantPhys_2018_PID_30266748	Ylw_Lesion_Proportion_Supersteak	92	Defense	NA
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Allyl_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Allyl_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	I3M_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	I3M_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Long_chain_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Long_chain_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	NMOI3M_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	NMOI3M_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Short_chain_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Short_chain_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_Aliphatics_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_Aliphatics_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_alkyl_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_alkyl_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C3_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C3_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C4_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C4_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C7_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_C7_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Total_C8_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Total_C8_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_GLS_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_GLS_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_Indolics_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_Indolics_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_methylsulphinyl_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	total_methylsulphinyl_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Weight_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	Weight_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X2OH_Butenyl_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X2OH_Butenyl_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3_butenyl_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3_butenyl_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3MSP_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3MSP_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3MTP_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3MTP_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3OHP_MS_and_allyl	92	Metabolite	Tolerance
