id,latitude,longitude
212,47.3833,5.31667
213,47.3833,5.31667
214,47.3833,5.31667
215,47.3833,5.31667
216,47.3833,5.31667
217,47.3833,5.31667
219,47.3833,5.31667
222,47.3833,5.31667
223,47.3833,5.31667
224,47.3833,5.31667
225,47.3833,5.31667
227,47.3833,5.31667
228,47.3833,5.31667
229,47.3833,5.31667
230,47.3833,5.31667
231,47.3833,5.31667
236,48.6667,-4.06667
237,48.6667,-4.06667
242,48.6667,-4.06667
244,48.6667,-4.06667
252,48.6667,-4.06667
257,46.65,-0.25
258,46.65,-0.25
259,46.65,-0.25
260,46.65,-0.25
261,46.65,-0.25
262,46.65,-0.25
263,46.65,-0.25
264,45.75,4.71667
265,44.65,-1.16667
266,48.65,-2
267,45.5333,4.85
268,45.5333,4.85
269,45.5333,4.85
273,46.6667,4.11667
275,46.6667,4.11667
277,46.6667,4.11667
278,46.6667,4.11667
280,46.6667,4.11667
281,46.6667,4.11667
282,46.6667,4.11667
283,46.6667,4.11667
287,46.6667,4.11667
288,46.6667,4.11667
290,46.6667,4.11667
291,46.6667,4.11667
292,46.6667,4.11667
293,46.6667,4.11667
295,46.6667,4.11667
296,46.6667,4.11667
297,46.6667,4.11667
298,46.6667,4.11667
302,46.6667,4.11667
306,46.6667,4.11667
309,46.6667,4.11667
310,46.6667,4.11667
311,46.6667,4.11667
314,46.6667,4.11667
316,46.6667,4.11667
318,46.6667,4.11667
320,46.6667,4.11667
321,46.6667,4.11667
322,46.6667,4.11667
323,46.6667,4.11667
326,46.6667,4.11667
327,46.6667,4.11667
328,46.6667,4.11667
329,46.6667,4.11667
331,46.6667,4.11667
332,46.6667,4.11667
334,46.6667,4.11667
335,46.6667,4.11667
337,46.6667,4.11667
338,46.6667,4.11667
339,46.6667,4.11667
340,46.6667,4.11667
341,46.6667,4.11667
343,46.6667,4.11667
346,46.6667,4.11667
347,46.6667,4.11667
348,46.6667,4.11667
349,46.6667,4.11667
350,46.6667,4.11667
351,46.6667,4.11667
355,46.6667,4.11667
357,46.6667,4.11667
359,46.6667,4.11667
360,46.6667,4.11667
361,46.6667,4.11667
362,46.6667,4.11667
363,46.6667,4.11667
364,46.6667,4.11667
366,46.6667,4.11667
367,46.6667,4.11667
368,46.6667,4.11667
369,46.6667,4.11667
371,46.6667,4.11667
372,46.6667,4.11667
373,46.6667,4.11667
374,46.6667,4.11667
375,46.6667,4.11667
377,46.6667,4.11667
378,46.6667,4.11667
379,46.6667,4.11667
380,46.6667,4.11667
383,46.6667,4.11667
385,46.6667,4.11667
386,46.6667,4.11667
387,46.6667,4.11667
388,46.6667,4.11667
389,46.6667,4.11667
390,46.65,0.166667
391,46.65,0.166667
392,46.65,0.166667
393,46.65,0.166667
394,46.65,0.166667
395,46.65,0.166667
396,46.65,0.166667
397,46.65,0.166667
402,49.3667,16.2667
403,49.3667,16.2667
404,49.4211,16.3497
407,49.4211,16.3497
409,49.4211,16.3497
410,49.4211,16.3497
413,49.4211,16.3497
417,49.4211,16.3497
421,49.4211,16.3497
424,49.4112,16.2815
428,49.403,16.232
429,49.403,16.232
430,47,15.5
461,51.3,0.5
466,51.3,0.5
470,40.8313,-87.735
476,40.8313,-87.735
484,40.8313,-87.735
504,40.8313,-87.735
506,40.8313,-87.735
531,40.8313,-87.735
544,40.9076,-73.2089
546,40.9076,-73.2089
607,40.7777,-72.9069
615,40.7777,-72.9069
623,40.7777,-72.9069
627,40.7777,-72.9069
628,40.7777,-72.9069
630,40.7777,-72.9069
631,40.7777,-72.9069
640,40.7777,-72.9069
641,40.7777,-72.9069
680,40.9447,-72.8615
681,40.9447,-72.8615
685,40.9064,-73.1493
687,40.9064,-73.1493
719,40.9352,-73.114
728,40.9352,-73.114
742,40.9352,-73.114
763,42.3,74.3667
765,42.1833,73.4
766,42.5833,73.6333
768,42.8,76.35
772,37.35,72.4667
801,37.9169,-84.4639
827,38.0786,-84.473
853,41.7976,-86.6691
854,41.7976,-86.6691
867,41.8266,-86.4366
868,41.8266,-86.4366
870,41.8266,-86.4366
895,42.5319,-72.5595
915,41.8972,-71.4378
932,42.3634,-71.1445
936,42.3853,-71.1173
946,42.4682,-71.4158
957,42.1167,12.4833
991,55.3833,14.05
992,55.3833,14.05
996,55.3833,14.05
997,55.3833,14.05
998,55.3833,14.05
999,55.3833,14.05
1002,55.3833,14.05
1006,55.3833,14.05
1026,55.7,14.2
1061,55.7167,14.1333
1062,55.7167,14.1333
1063,55.7167,14.1333
1064,55.7167,14.1333
1066,55.7167,14.1333
1068,55.7167,14.1333
1070,55.7167,14.1333
1072,55.7167,14.1333
1073,55.7167,14.1333
1075,55.7167,14.1333
1132,56.6167,16.65
1153,56.7,16.5167
1158,56.7,16.5167
1163,56.7,16.5167
1166,56.7,16.5167
1169,56.7,16.5167
1247,59.4333,17.0167
1254,59.4333,17.0167
1256,59.4333,17.0167
1257,59.4333,17.0167
1312,59.5667,16.8667
1313,59.5667,16.8667
1317,59.5667,16.8667
1318,59.5667,16.8667
1360,59.7833,17.5833
1362,59.7833,17.5833
1363,59.7833,17.5833
1366,59.7833,17.5833
1374,59.7833,17.5833
1391,59.8,17.5833
1404,59.8,17.5833
1409,62.8,18.2
1416,62.8,18.2
1435,62.8,18.2
1552,63.0833,18.3667
1585,65.25,15.6
1612,41.9,-86.583
1622,41.9,-86.583
1651,43.3431,-86.4045
1652,43.3431,-86.4045
1676,41.879,-86.607
1684,41.879,-86.607
1716,42.405,-85.398
1718,42.405,-85.398
1719,42.405,-85.398
1720,42.405,-85.398
1722,42.405,-85.398
1724,42.405,-85.398
1726,42.405,-85.398
1729,42.405,-85.398
1730,42.405,-85.398
1733,42.405,-85.398
1736,42.405,-85.398
1738,42.405,-85.398
1739,42.405,-85.398
1740,42.405,-85.398
1741,42.405,-85.398
1742,42.405,-85.398
1743,42.405,-85.398
1744,42.405,-85.398
1745,42.405,-85.398
1749,42.405,-85.398
1750,42.405,-85.398
1751,42.405,-85.398
1752,42.405,-85.398
1753,42.405,-85.398
1756,42.184,-86.358
1757,42.184,-86.358
1782,42.184,-86.358
1793,41.847,-86.67
1797,41.847,-86.67
1799,41.847,-86.67
1819,41.8,-86.67
1820,41.8,-86.67
1829,42.051,-86.509
1834,42.051,-86.509
1835,42.051,-86.509
1850,43.595,-86.2657
1851,43.595,-86.2657
1852,43.595,-86.2657
1853,43.595,-86.2657
1857,43.595,-86.2657
1858,43.595,-86.2657
1859,43.595,-86.2657
1862,43.595,-86.2657
1864,43.595,-86.2657
1865,43.595,-86.2657
1867,43.595,-86.2657
1868,43.595,-86.2657
1871,43.595,-86.2657
1872,43.595,-86.2657
1873,43.595,-86.2657
1874,43.595,-86.2657
1890,43.5139,-86.1859
1918,43.5139,-86.1859
1925,43.5251,-86.1843
1926,43.5251,-86.1843
1936,43.5251,-86.1843
1938,43.5251,-86.1843
1941,43.5251,-86.1843
1942,43.5251,-86.1843
1943,43.5251,-86.1843
1948,43.5251,-86.1843
1949,43.5187,-86.1739
1952,43.5187,-86.1739
1954,43.5187,-86.1739
1959,43.5187,-86.1739
1960,43.5187,-86.1739
1963,43.5187,-86.1739
1965,43.5187,-86.1739
1966,43.5187,-86.1739
1967,43.5187,-86.1739
1968,43.5187,-86.1739
1981,43.5187,-86.1739
1992,43.5356,-86.1788
2011,43.5356,-86.1788
2016,43.5356,-86.1788
2017,43.5356,-86.1788
2019,43.5356,-86.1788
2020,43.5356,-86.1788
2031,42.166,-86.412
2053,42.166,-86.412
2057,42.166,-86.412
2081,43.2483,-86.3368
2091,43.2483,-86.3368
2106,43.2749,-86.0891
2108,43.2749,-86.0891
2141,43.2749,-86.0891
2148,42.148,-86.431
2150,42.148,-86.431
2151,42.148,-86.431
2157,42.148,-86.431
2159,42.148,-86.431
2160,42.148,-86.431
2166,42.148,-86.431
2171,42.148,-86.431
2175,42.148,-86.431
2180,42.148,-86.431
2187,43.7623,-86.3929
2191,43.7623,-86.3929
2201,43.7623,-86.3929
2202,43.7623,-86.3929
2204,43.7623,-86.3929
2212,43.7623,-86.3929
2214,43.7623,-86.3929
2239,42.184,-86.382
2240,42.184,-86.382
2274,43.665,-86.496
2276,43.665,-86.496
2278,43.665,-86.496
2280,43.665,-86.496
2283,43.665,-86.496
2285,43.665,-86.496
2286,43.665,-86.496
2290,42.03,-86.514
2292,42.03,-86.514
2294,42.03,-86.514
2300,42.03,-86.514
2316,42.03,-86.514
2317,42.03,-86.514
2320,43.48,-89.46
2327,43.48,-89.46
2338,43.48,-89.46
2370,41.865,-86.646
2412,41.865,-86.646
4632,50.4,-4.7
4675,50.4,-4.7
4757,50.4,-4.7
4758,50.4,-4.7
4779,50.4,-4.9
4802,50.4,-4.9
4807,50.4,-4.9
4820,50.4,-4.9
4826,50.4,-4.9
4827,50.4,-4.9
4840,50.4,-4.9
4857,50.3,-4.9
4862,50.3,-4.9
4879,50.3,-4.9
4884,50.3,-4.9
4900,50.3,-4.8
4927,50.3,-4.8
4935,50.3,-4.6
4939,50.4,-4.7
4958,50.5,-4.5
4980,51.3,0.5
4997,51.3,0.5
5023,51.3,0.5
5056,51.3,0.5
5104,51.3,0.5
5106,51.3,0.5
5116,51.3,0.4
5122,51.3,0.4
5133,52.2,-1.7
5141,52.2,-1.7
5145,52.2,-1.7
5146,52.2,-1.7
5151,52.2,-1.7
5158,51.3,0.4
5159,51.3,0.4
5160,51.3,0.4
5165,51.3,0.4
5175,51.3,0.4
5202,51.3,0.4
5207,51.3,0.4
5210,51.2,0.3
5232,51.2,0.4
5236,51.2,0.4
5245,51.2,0.6
5249,51.2,0.3
5253,51.1,0.6
5264,51.3,1.1
5276,51.3,1.1
5279,51.3,1.1
5282,51.3,1.1
5285,51.3,1.1
5292,51.3,1.1
5299,51.3,1.1
5310,51.3,1.1
5322,51.3,1.1
5331,51.1,0.4
5335,51.1,0.4
5337,51.1,0.4
5339,51.1,0.4
5341,51.1,0.4
5349,51.1,0.4
5350,51.1,0.4
5353,54.5,-3
5364,54.4,-3
5373,54.4,-3
5377,54.4,-3
5380,54.4,-3
5381,54.4,-3
5385,54.4,-3
5386,54.4,-3
5394,54.4,-3
5395,54.4,-3
5398,54.4,-3
5444,54.6,-3.1
5450,54.4,-3
5461,54.4,-3
5466,54.4,-3
5469,54.4,-3
5486,54.6,-3.3
5494,54.6,-3.3
5517,54.6,-3.1
5536,54.6,-3.1
5565,54.6,-3.1
5577,54.7,-3.4
5582,54.7,-3.4
5590,54.7,-3.4
5596,54.7,-3.4
5606,54.7,-3.4
5628,54.7,-3.4
5644,54.4,-2.9
5645,54.4,-2.9
5651,54.4,-2.9
5670,54.6,-3.1
5678,54.6,-3.1
5708,56.8,-3.9
5709,54.6,-2.6
5710,54.4,-3
5711,54.8,-3.3
5712,53.2,-4.1
5713,51.3,0.5
5715,51.1,0.6
5716,55.6,-3.5
5717,54.6,-3.2
5718,57,-3.4
5719,54.1,-6.2
5720,53.3,-1.6
5721,55.2,-2
5722,51.2,1
5723,51.3,1
5724,51.4,0.1
5726,51.3,1.1
5727,51.3,1.1
5728,51.3,1.1
5729,54.7,-3.4
5730,55.3,-1.8
5731,54.9,-2.9
5732,54.9,-2.9
5733,54.7,-2.6
5735,52.3,-1.7
5736,51.3,0.5
5737,51.3,0.1
5738,54.1,-1.6
5739,52.2,1.4
5740,51.3,0.9
5741,56.6,-4.1
5742,51.3,1.1
5744,55.4,-2.8
5745,51,-1.5
5746,51.3,0.3
5748,56,-4.4
5749,54.6,-3.1
5750,54.6,-3.1
5751,57.3,-5.7
5752,55.7,-3.8
5753,54.7,-2.7
5755,51.3,1.1
5756,52.2,0.8
5757,54.6,-2.3
5758,50.3,-5.2
5759,52.6,1.3
5760,53,-1.1
5762,55.6,-3.2
5763,51.2,0.4
5767,54.6,-2.8
5768,54.1,-1.5
5769,51.3,1
5770,55.3,-1.9
5772,54.1,-2.3
5774,51.1,0.6
5776,52.9,-1.3
5777,51.1,0.7
5779,51,-3.1
5780,53.1,-1
5781,54.3,-2.8
5782,53.7,-3
5784,56.4,-5.2
5785,54.7,-2.9
5787,54.8,-3.2
5788,50.8,-2
5789,51.3,-0.5
5792,50.8,-0.7
5793,51.3,0.6
5795,53.2,-1.7
5798,53.1,-3.3
5799,56,-3.4
5800,57.4,-5.5
5802,52.3,-1.6
5803,51.7,-4.7
5804,50.8,-1.1
5805,53.2,-1.4
5807,51.8,-0.5
5811,52.9,-3.1
5812,52.1,-2.3
5813,52,-2.4
5816,52,-1.7
5817,52.3,-1.5
5819,55.9,-3.2
5820,55.9681,-3.21833
5821,56.7333,-5.98333
5822,56.7333,-5.98333
5826,56.7333,-5.98333
5829,55.38383,14.06125
5830,56.3333,15.9667
5831,56.3333,15.9667
5832,56.3333,15.9667
5835,63.324,18.484
5836,55.86,13.51
5837,49.4013,16.2326
5838,49.4013,16.2326
5841,49.4013,16.2326
5846,49.4013,16.2326
5848,49.4013,16.2326
5856,63.0167,17.4914
5860,62.6814,18.0165
5865,55.76,14.12
5867,55.76,14.12
5870,55.76,14.12
5871,49.4112,16.2815
5872,49.4112,16.2815
5873,49.4112,16.2815
5874,49.4112,16.2815
5875,49.4112,16.2815
5878,49.4112,16.2815
5883,49.4112,16.2815
5884,49.4112,16.2815
5887,49.4112,16.2815
5888,49.4112,16.2815
5890,49.4112,16.2815
5891,49.4112,16.2815
5893,49.4112,16.2815
5894,49.4112,16.2815
5895,49.4112,16.2815
5896,49.4112,16.2815
5898,49.4112,16.2815
5899,49.4112,16.2815
5900,49.4112,16.2815
5901,49.4112,16.2815
5902,49.4112,16.2815
5904,49.4112,16.2815
5905,49.4112,16.2815
5906,49.4112,16.2815
5907,49.4112,16.2815
5908,49.4112,16.2815
5910,49.4112,16.2815
5911,49.4112,16.2815
5913,49.4112,16.2815
5914,49.4112,16.2815
5915,49.4112,16.2815
5916,49.4112,16.2815
5919,49.4112,16.2815
5920,49.4112,16.2815
5921,49.4112,16.2815
5922,49.4112,16.2815
5923,49.4112,16.2815
5924,49.4112,16.2815
5926,49.4112,16.2815
5927,49.4112,16.2815
5932,49.4112,16.2815
5933,49.4112,16.2815
5934,49.4112,16.2815
5935,49.4112,16.2815
5938,49.4112,16.2815
5939,49.4112,16.2815
5940,49.4112,16.2815
5942,49.4112,16.2815
5943,49.4112,16.2815
5945,49.4112,16.2815
5946,49.4112,16.2815
5948,49.4112,16.2815
5950,49.4112,16.2815
5953,49.4112,16.2815
5955,49.4112,16.2815
5956,49.4112,16.2815
5959,49.4112,16.2815
5961,49.4112,16.2815
5963,49.4112,16.2815
5966,49.4112,16.2815
5968,49.4112,16.2815
5969,49.4112,16.2815
5970,49.4112,16.2815
5972,49.4112,16.2815
5975,49.4112,16.2815
5979,49.4112,16.2815
5982,49.4112,16.2815
5983,49.4112,16.2815
5984,49.4112,16.2815
5987,49.4112,16.2815
5988,49.4112,16.2815
5990,49.4112,16.2815
5991,49.4112,16.2815
5992,49.4112,16.2815
5993,49.4112,16.2815
5994,49.4112,16.2815
5996,49.4112,16.2815
5997,49.4112,16.2815
5998,49.4112,16.2815
5999,49.4112,16.2815
6003,49.4112,16.2815
6004,49.4112,16.2815
6005,49.4112,16.2815
6007,49.4112,16.2815
6008,49.1,16.2
6009,62.877,18.177
6010,62.877,18.177
6011,62.877,18.177
6012,62.877,18.177
6013,62.877,18.177
6016,62.9,18.4
6017,62.9,18.4
6019,56.06,14.29
6020,56.06,14.29
6021,56.06,14.29
6022,56.06,14.29
6023,55.7509,13.3712
6024,55.7509,13.3712
6025,62.6437,17.7339
6030,62.806,18.1896
6034,56.1,13.74
6035,56.1,13.74
6036,56.1,13.74
6038,56.1,13.74
6039,56.1,13.74
6040,55.66,13.4
6041,56.0328,14.775
6042,56.09,13.9
6043,62.801,18.079
6046,62.801,18.079
6064,62.9513,18.2763
6069,62.9513,18.2763
6070,62.9308,18.3448
6071,62.9308,18.3448
6073,56.1481,15.8155
6074,56.4573,16.1308
6076,55.6942,13.4504
6077,55.6942,13.4504
6085,55.7097,13.2145
6086,58.9,11.2
6087,56.4666,16.1284
6088,56.4666,16.1284
6090,55.6525,13.2197
6091,55.6525,13.215
6092,55.6514,13.2233
6093,55.6497,13.2203
6094,55.6494,13.2147
6095,55.6486,13.2161
6096,55.6472,13.2225
6097,55.6481,13.2264
6098,55.6561,13.2178
6099,55.6575,13.2386
6100,55.6,13.2
6101,55.6,13.2
6102,55.6,13.2
6103,55.7,13.2
6104,55.7,13.2
6105,55.7967,13.1211
6106,55.7931,13.1186
6107,55.7942,13.1222
6108,55.7989,13.1206
6109,55.7936,13.1233
6110,55.7958,13.1217
6111,55.7989,13.1219
6112,55.7967,13.1044
6113,55.8078,13.1028
6114,55.8097,13.1342
6115,55.8,13.1367
6116,55.8,13.1369
6118,55.7,13.2
6119,55.7,13.2
6120,55.7,13.2
6121,55.8422,13.3019
6122,55.8364,13.3075
6123,55.8369,13.3033
6124,55.8378,13.3092
6125,55.8403,13.3106
6126,55.8411,13.3047
6127,55.8428,13.3058
6128,55.8397,13.2881
6129,55.8544,13.2875
6131,55.8369,13.3181
6132,55.8386,13.3186
6133,55.8364,13.2906
6134,55.8383,13.2906
6136,55.9336,13.5519
6137,55.9419,13.5603
6138,55.9403,13.5511
6140,55.9392,13.5539
6141,55.9414,13.5542
6142,55.9428,13.5558
6143,55.940556,13.538333
6144,55.9506,13.5361
6145,55.9497,13.5533
6146,55.9575,13.5686
6147,55.9425,13.5675
6148,55.9319,13.5508
6149,55.9281,13.5481
6150,55.9261,13.5319
6151,55.6528,13.2244
6153,62.6425,17.7422
6154,62.6422,17.7406
6163,62.6425,17.7356
6166,62.6425,17.7372
6169,62.8714,18.3447
6170,62.871666,18.344166
6171,62.8717,18.3444
6172,62.8717,18.3436
6173,62.8717,18.3419
6174,62.8719,18.3422
6177,62.6322,17.69
6180,62.6322,17.6906
6184,62.8892,18.4522
6188,55.7683,14.1386
6189,55.7686,14.1383
6190,55.7686,14.1381
6191,55.7689,14.1375
6192,55.7692,14.1369
6193,55.7694,14.1347
6194,55.7706,14.1342
6195,55.7708,14.1342
6197,55.7714,14.1333
6198,55.7708,14.1331
6199,55.7711,14.1206
6200,55.7714,14.1214
6201,55.7719,14.1211
6202,55.7717,14.1206
6203,55.7714,14.1208
6207,55.7711,14.1217
6209,62.8836,18.1842
6210,62.8839,18.1836
6212,63.0175,18.323889
6214,63.0175,18.3281
6215,63.017223,18.328056
6216,63.0167,18.3283
6217,63.0169,18.3283
6218,63.0172,18.3283
6220,62.806,18.1896
6221,62.806,18.1896
6226,62.799446,17.903334
6231,62.96,18.2844
6235,62.9611,18.3589
6236,62.9617,18.36
6237,62.9619,18.35
6238,62.9619,18.35
6240,62.9622,18.35
6241,62.9614,18.3608
6242,55.7,13.2
6243,56.27373,13.90045
6244,62.9169,18.4728
6252,55.5796,14.3336
6255,55.5796,14.334
6258,55.5796,14.3336
6268,55.5796,14.3336
6276,55.5796,14.3336
6284,55.5796,14.3336
6287,49.2771,16.6314
6296,49.2771,16.6314
6309,49.2771,16.6314
6318,49.2771,16.6314
6390,49.2771,16.6314
6396,49.2771,16.6314
6401,49.2771,16.6314
6402,49.2771,16.6314
6403,49.2771,16.6314
6411,56.06,13.97
6412,56.0648,13.9707
6413,56.06,13.97
6416,49.3853,16.2544
6417,49.3853,16.2544
6418,49.3853,16.2544
6421,49.3853,16.2544
6424,49.3853,16.2544
6425,49.3853,16.2544
6427,49.3853,16.2544
6434,49.3853,16.2544
6435,49.3853,16.2544
6436,49.3853,16.2544
6444,49.3853,16.2544
6445,49.3853,16.2544
6446,49.3853,16.2544
6448,49.3853,16.2544
6449,49.3853,16.2544
6451,49.3853,16.2544
6453,49.3853,16.2544
6455,49.3853,16.2544
6458,49.3853,16.2544
6680,51.85,6.4333
6709,47.6479,-122.305
6727,51.4083,-0.6383
6729,51.4083,-0.6383
6730,51.4083,-0.6383
6739,40.8585,-73.4675
6740,40.8585,-73.4675
6744,40.8585,-73.4675
6749,42.4489,-76.5072
6750,42.4489,-76.5072
6805,42.373,-71.0627
6806,42.373,-71.0627
6810,41.2816,-86.621
6814,41.2816,-86.621
6830,49.5,73.1
6847,51.4083,-0.6383
6897,45,1.3
6898,51.2167,4.4
6899,49,11
6900,63.324,18.484
6901,63.324,18.484
6903,49.4013,16.2326
6904,49.2,16.6166
6905,54.1,-6.2
6906,40.2077,-8.42639
6907,51.4083,-0.6383
6908,51.4083,-0.6383
6909,38.3,-92.3
6910,37.3,15
6911,15.1111,-23.6167
6913,62.877,18.177
6914,55.9494,-3.16028
6915,50.3,6.3
6916,58.3,25.3
6917,63.0165,18.3174
6918,63.0165,18.3174
6919,50.3,8
6920,51.5338,9.9355
6921,51.5338,9.9355
6922,50.3,8
6923,51.4083,-0.6383
6924,51.4083,-0.6383
6926,44.46,-85.37
6927,41.2816,-86.621
6928,41.2816,-86.621
6929,38.48,68.49
6930,49.5,73.1
6931,49.5,73.1
6932,47.984,10.8719
6933,41.59,2.49
6936,46,3.3
6937,49,9.3
6938,55.7522,37.6322
6939,32.34,22.46
6940,50.3,8.3
6942,50,10
6943,51.4083,-0.6383
6944,51.4083,-0.6383
6945,52.24,4.45
6946,60.39,6.19
6951,49.42,16.36
6953,49.42,16.36
6956,49.42,16.36
6957,49.42,16.36
6958,46,3.3
6959,48.5,-1.41
6960,48.5,-1.41
6961,38.3333,-3.53333
6962,38.35,68.48
6963,38.35,68.48
6964,56.31635,16.03529
6965,56.31635,16.03529
6966,51.4083,-0.6383
6967,51.4083,-0.6383
6968,60,23.5
6969,60,23.5
6970,41.7194,2.93056
6971,41.7194,2.93056
6972,34.43,136.31
6973,56.0648,13.9707
6974,56.0648,13.9707
6975,48.3,14.45
6976,48.3,14.45
6977,49.3,-123
6978,52.3,21
6979,47.25,8.26
6980,52.3,30
6981,52.3,30
6982,52.3,9.3
6983,37.45,-119.35
6984,49.3853,16.2544
6985,49.3853,16.2544
6986,57.1539,-2.2207
6987,48.0683,7.62551
6988,40.49,-3.36
6989,54.8,-2.4333
6990,53.448,5.73
6992,50.3,5.3
6994,45.9,6.13028
6996,51.2167,4.4
6997,51.8333,5.5833
6998,59.43078,16.79994
7000,50.9167,9.57073
7002,51.3333,6.1
7003,47.5,7.5
7004,47.5,7.5
7008,52,5.675
7011,49.6803,8.6161
7013,52.4584,13.287
7014,56.5459,-4.79821
7015,41.6833,2.8
7017,41.6833,2.8
7024,41.6833,2.8
7025,44.5041,11.3396
7026,54.4,-3.2667
7028,49.5166,9.3166
7029,49.5166,9.3166
7030,49.5166,9.3166
7031,50.0167,8.6667
7032,50.0167,8.6667
7033,41.3599,-122.755
7034,48.3,19.85
7035,48,19
7036,50.5,9.5
7058,54.1,-6.2
7061,53.2699,-1.64293
7062,50.2981,8.26607
7063,29.2144,-13.4811
7064,51.3,1.1
7067,37.3,15
7068,42,12.1
7069,46.0333,7.1167
7071,48.0717,1.33867
7072,53.7502,34.7361
7073,53.7502,34.7361
7075,43.3779,2.54038
7077,40.12,-8.25
7078,40.12,-8.25
7079,40.12,-8.25
7080,40.12,-8.25
7081,40.2077,-8.42639
7092,49.416,2.823
7094,49.8724,8.65081
7096,47.3239,5.04278
7098,47,5
7100,50.3055,8.324
7102,50.7224,8.2372
7103,49.4167,16.2667
7104,49.4167,16.2667
7105,49.4167,16.2667
7106,51.051,13.7336
7107,54.7761,-1.5733
7109,51.3,0.5
7110,52.0333,5.66667
7111,55.9494,-3.16028
7113,50.3,6.3
7116,51.4599,12.6327
7117,51.5105,9.68253
7119,50,8.5
7120,50,8.5
7121,50,8.5
7123,50.1721,8.38912
7125,49.5955,11.0087
7126,60.1997,24.5682
7127,58.6656,24.9871
7128,58.3,25.3
7130,44.6447,2.56481
7133,50.1102,8.6822
7135,50.1102,8.6822
7138,50.5,8.0167
7139,50.5,8.0167
7141,50.3,8
7143,51.0167,5.86667
7145,46.5,6.08
7147,50.584,8.67825
7149,50.3,8
7150,50.3,8
7151,51.5338,9.9355
7152,51.5338,9.9355
7158,47,15.5
7160,43.178,-85.2532
7161,53.5,10.5
7162,52.24,9.44
7163,52.3721,9.73569
7164,55.675,12.5686
7165,51.3472,8.28844
7166,51.25,5.9
7168,NA,NA
7169,54.4175,9.88682
7172,52.1444,9.37827
7176,50.5,7.5
7177,49,15
7178,49,15
7181,50.927,11.587
7183,35,77
7186,54.8969,23.8924
7188,50.0667,8.5333
7192,55.6395,-5.66364
7194,50.95,6.9666
7195,50.95,6.9666
7199,50.95,6.9666
7201,51.3317,6.55934
7202,50.1797,8.50861
7203,49.631,11.5722
7205,49.631,11.5722
7206,50.0742,8.96617
7207,35.0085,135.752
7208,55.6739,-3.78181
7209,52.7333,15.2333
7210,52.7333,15.2333
7213,47.984,10.8719
7217,48,0.5
7218,52.1611,4.49015
7223,50.3833,8.0666
7224,50.3833,8.0666
7227,50.3833,8.0666
7228,50.3833,8.0666
7229,50.3833,8.0666
7231,50.3833,8.0666
7236,NA,NA
7238,41.59,2.49
7239,41.59,2.49
7242,47.6166,7.6666
7244,50.001,8.26664
7245,50.8167,8.7667
7246,50.8167,8.7667
7248,41.3923,-70.6652
7250,51.9183,10.1138
7252,54.6167,-2.3
7255,50.95,20.5
7256,50.95,7.5
7258,50.5,8.5
7260,50.5,8.5
7262,50.5,8.5
7263,-37.7871,175.283
7265,50,10
7268,52.6969,10.981
7270,52.24,4.45
7273,51.0581,13.2995
7275,51.0581,13.2995
7276,50.2,8.5833
7277,50.2,8.5833
7280,53.1667,8.2
7281,53.1667,8.2
7282,50.3827,8.01161
7283,44.7203,22.3955
7284,44.7203,22.3955
7287,53.3422,8.42255
7288,60.385543,6.193019
7291,38.07,13.22
