"id","Delta_13C.x","mean_dC13_ko","days_to_flowering","days_to_wilting"
"6961",-35.8628802142,-30.8647666666667,45.3766666666667,70.9616666666667
"6971",-35.1335329393,-30.7471,44.4683333333333,67.96
"6987",-36.9831512862,-31.281,34.0266666666667,69.0916666666667
"6997",-35.7442351061,-30.8305,44.8566666666667,74.0266666666666
"7002",-36.59281045,-31.1649166666667,32.3566666666667,70.45
"7008",-35.9058736841,-30.6452422222222,137.5,86
"7013",-36.7300531542,-31.14705,34.9533333333333,69.9883333333333
"7062",-37.6374956774,-31.2748666666667,34.0266666666667,69.0916666666667
"7130",-36.1158158300669,-30.9398833333333,38.3333333333333,70.6666666666667
"7133",-36.9841261093,-31.281,34.0266666666667,69.0916666666667
"7147",-37.2099572949,-31.2748666666667,34.0266666666667,69.0916666666667
"7158",-37.018871545,-31.2809666666667,34.0266666666667,69.0916666666667
"7169",-35.9246303026971,-30.8936333333333,41.3333333333333,71
"7186",-36.9787401434208,-31.3766666666667,33.31,67.9333333333334
"7268",-37.0908368073,-31.2809666666667,34.0266666666667,69.0916666666667
"7276",-36.4894556292,-31.0989333333333,35.22,69.1883333333334
"7307",-35.8128958886969,-30.8601777777778,46.5,79
"7327",-35.3498188617,-30.6187666666666,44.3916666666667,71.865
"7328",-36.0909439402,-31.0037666666667,38.505,67.2878333333334
"7343",-35.9171973004,-30.91892,49.1066666666667,74.43
"7346",-36.4097784406,-31.1124166666667,32.6866666666667,70.8316666666667
"7353",-35.5913697845111,-30.8013333333333,45.0366666666667,73.3708333333333
"7354",-35.1436368698,-30.7471,44.4683333333333,67.96
"7382",-37.6266044685,-31.2748666666667,34.0266666666667,69.0916666666667
"7416",-34.3017248589062,-30.2763666666667,71.6666666666667,84
"7701",-35.6310299850327,-30.8033333333333,44.9416666666667,73.4491666666666
"8214",-35.5781809271,-30.8013333333333,45.0366666666667,73.4091666666666
"8227",-35.5398668206,-30.7876,44.8316666666667,72.7683333333333
"8231",-36.5241112118,-31.0991,35.3166666666667,69.27
"8234",-36.1761639721,-30.4966666666667,37.9383333333333,72.39575
"8237",-34.4818628471,-30.563,45.5783333333333,74.4466666666666
"8240",-33.0135695082,-30.4713666666666,45.2566666666667,72.1183333333333
"8241",-37.084258891,-31.2809666666667,34.0266666666667,69.0916666666667
"8242",-36.0626641389,-31.0027,38.4283333333333,67.032
"8246",-36.9418470127631,-31.2160333333333,32.3333333333333,69.3333333333333
"8247",-37.2226874408,-31.2748666666667,34.0266666666667,69.0916666666667
"8256",-36.7570756625,-31.1792166666667,34.1566666666667,70.725
"8259",-36.7682487204,-31.1847833333334,34.1566666666667,70.545
"8283",-36.9844790120683,-31.32,33.5166666666667,68.2433333333334
"8307",-36.609873762,-31.1649166666667,32.3566666666667,70.45
"8326",-35.634795556,-30.8008666666666,45.0016666666667,73.4441666666666
"8335",-34.5562568628,-30.6365666666666,45.1,69.4583333333333
"8337",-35.9593131096416,-30.9413666666667,42.5,64.5
"8351",-35.0285688645,-30.6689333333333,44.365,68.77
"8369",-35.3914356876,-31.0066666666667,45.8,71.1616666666667
"8376",-35.202902457,-30.3669666666667,70,88.3333333333333
"8386",-35.5190905301,-30.7887666666666,44.9216666666667,73.2183333333333
"8422",-35.6625195804,-30.8039666666666,45.0683333333333,73.4083333333333
"8426",-38.5955471123,-31.2748666666667,34.0266666666667,69.0916666666667
"9057",-35.8723014651,-30.8564333333333,45.29,70.9883333333334
"9079",-34.1898289236193,-30.5466666666667,45.6433333333333,72.9833333333333
"9102",-34.3402310752066,-30.62,45.17,69.7366666666666
"9111",-35.5032458170497,-30.8733333333333,43.975,71.6266666666667
"932",-35.9065394893404,-30.9493,43,68.3333333333333
"9321",-36.3027604121,-30.8057166666666,33.3133333333333,72.9150000000001
"9323",-35.5172734214984,-30.74,44.5333333333334,71.4133333333333
"9339",-33.0613051974,-30.4713666666666,45.2566666666667,72.1183333333333
"9363",-33.5506058309,-30.4713666666666,45.2566666666667,72.1183333333333
"9371",-34.0518990538,-30.5617,45.835,74.5749999999999
"9380",-36.3141250066,-30.8235833333333,33.3133333333333,72.9150000000001
"9386",-34.689128596,-30.6365666666666,45.1233333333333,69.4416666666666
"9388",-35.0929905834,-30.6689333333333,44.365,68.77
"9395",-33.8453236614,-30.4685,45.3283333333333,72.34
"9399",-35.6893854892,-30.8154,44.8783333333333,73.2966666666666
"9402",-36.1470738141805,-30.81,38,76.5
"9404",-34.3462185063495,-30.6333333333333,45.17,69.775
"9407",-36.1288294775882,-31.1433333333333,39.26,69.0995
"9408",-35.2325901194,-30.7471,44.4683333333333,67.96
"9409",-35.224788244,-30.7471,44.4683333333333,67.96
"9421",-30.768533855,-29.55,64,85
"9453",-35.4263561903,-30.5837666666667,44.1783333333333,71.7666666666667
"9454",-35.8101565069,-30.8259,44.0283333333333,71.835
"9470",-35.3426228645,-30.6419666666666,44.3933333333333,71.2733333333334
"9476",-35.0726769746,-30.6689333333333,44.365,68.77
"9519",-34.818729534,-30.6673,45.1316666666667,68.9216666666666
"9520",-35.8005810697,-30.8202,44.755,73.7699999999999
"9521",-34.4568803226,-30.6370333333333,45.835,74.7416666666666
"9524",-36.5205795264,-31.0991,35.3166666666667,69.27
"9525",-35.5717743145,-30.8910888888889,51,78
"9526",-36.8294782859,-31.1849833333333,34.2166666666667,70.0616666666667
"9527",-35.665431775,-30.8037333333333,44.975,73.4633333333333
"9528",-35.3150330618,-30.6121,44.3916666666667,71.3933333333334
"9531",-36.161446957,-30.73585,37.5866666666667,72.1524166666667
"9532",-35.95147039,-30.9153422222222,49.2016666666667,76.5733333333333
"9535",-35.8928225087,-30.8564422222222,57.5033333333333,80.0966666666666
"9536",-36.4331126481981,-31.0917333333333,30.6666666666667,53.6666666666667
"9539",-35.4103286807,-30.6090666666667,44.12,71.5516666666667
"9540",-35.5606663842,-30.7912333333333,44.7366666666667,73.5674999999999
"9546",-35.8567838895,-30.8514,44.595,71.2283333333334
"9547",-35.6683668796,-30.8037333333333,44.975,73.4633333333333
"9548",-35.2500757848,-30.7471,44.4683333333333,68.0416666666667
"9551",-35.9865394297,-30.9436333333334,41.8233333333333,66.1083333333333
"9552",-36.0312014365,-31.0375333333334,38.6833333333333,66.647
"9553",-37.3616518525,-31.2748666666667,34.0266666666667,69.0916666666667
"9556",-36.6039082074,-31.1649166666667,32.3566666666667,70.45
"9557",-34.3162502479,-30.6365,45.835,74.7416666666666
"9558",-35.7073667206,-30.8121,44.6683333333333,73.6183333333333
"9561",-33.6485620642,-30.4713666666666,45.2566666666667,72.1183333333333
"9562",-36.3610887943,-30.9974166666667,33.6766666666667,72.2633333333334
"9564",-33.5526060745,-30.4713666666666,45.2566666666667,72.1183333333333
"9568",-34.8996698434,-30.7504666666666,44.81,68.3333333333333
"9569",-36.6364006497044,-31.3066666666667,49.6666666666667,84
"9573",-35.9125060842,-30.9160422222222,51.1516666666667,76.8133333333333
"9577",-34.0512826921,-30.5617,45.835,74.5749999999999
"9578",-36.0451585208,-31.0037666666667,38.56,67.2145
"9579",-36.2958764271994,-30.7979277777778,33.6666666666667,76.6666666666667
"9581",-34.8463264413,-30.6446333333333,45.3266666666667,68.87
"9582",-33.9436208919,-30.08,43.9566666666667,73.1249999999999
"9583",-36.5049990358036,-31.04,35.6666666666667,62.6666666666667
"9587",-34.5032695437,-30.563,45.5783333333333,74.4466666666666
"9588",-34.436673738,-30.6370333333333,45.835,74.7416666666666
"9594",-34.8579719291,-30.6470333333333,45.3266666666667,68.87
"9595",-35.3662942181,-30.7577,45.345,69.755
"9596",-35.4428798672,-30.5821666666667,44.1283333333333,71.5416666666667
"9597",-35.5394828427,-30.7876,44.8316666666667,72.7683333333333
"9599",-37.2556024164,-31.2748666666667,34.0266666666667,69.0916666666667
"9601",-35.5002273221,-30.8485666666667,43.8966666666667,69.7416666666666
"9602",-36.0135903552,-30.9845,40.015,66.9183333333334
"9644",-36.1026607953507,-30.86,39.6666666666667,66.6666666666667
"9705",-36.4723156070869,-30.9143666666666,27.3333333333333,58.3333333333333
"9706",-35.9063885977602,-30.9089422222222,53.3333333333333,76.3333333333333
"9707",-35.5322088806165,-30.7935555555555,44.3333333333333,75.3333333333333
"9729",-36.1288294775882,-31.1433333333333,39.26,69.0995
"9736",-36.950058728724,-31.16,32.3766666666667,69.365
"9738",-36.4630505020471,-31.1466666666667,33,71.6666666666667
"9741",-35.8440407617944,-30.9866666666667,52,74.3333333333333
"9743",-36.1470738141805,-30.8066666666667,38,77
"9748",-36.3798005134177,-30.9956166666666,29,73.6666666666667
"9755",-36.9648598040392,-31.34,28.3333333333333,53.6666666666667
"9756",-36.1276497287,-31.00655,38.285,70.0053333333334
"9772",-37.5105391815,-31.2748666666667,34.0266666666667,69.0916666666667
"9776",-37.0884237651,-31.2809666666667,34.0266666666667,69.0916666666667
"9778",-35.9754907612,-30.9416,43.125,65.9683333333333
"9795",-35.1496771009,-30.7471,44.4683333333333,67.96
"9804",-37.0390664705,-31.2809666666667,34.0266666666667,69.0916666666667
"9806",-36.4514660907,-31.0961833333333,33.22,71.2950000000001
"9807",-38.1289118943,-31.2748666666667,34.0266666666667,69.0916666666667
"9811",-36.6282224737,-31.1649833333333,32.9433333333334,70.7083333333333
"9819",-36.9364819471,-31.1849833333333,34.2166666666667,70.2883333333333
"9820",-36.3932581777,-31.0600833333333,33.2366666666667,71.7850000000001
"9821",-35.1530395232,-30.6479,44.5,63.5
"9822",-36.7453653349,-31.1526833333333,34.8433333333333,69.9683333333333
"9824",-36.9463644533,-31.18655,34.17,70.0166666666667
"9825",-35.5046433431,-30.8485666666667,43.8966666666667,69.7416666666666
"9826",-36.9164410764,-31.1436333333333,50.6666666666667,79.3333333333333
"9831",-36.5585656658766,-31.1401333333333,35,67.5
"9833",-36.4481674206,-31.0961833333333,33.22,71.2950000000001
"9834",-34.9274238398,-30.7956,44.81,68.16
"9836",-35.5284865654,-30.7919666666666,44.7683333333333,71.8216666666667
"9839",-37.0783370512,-31.2809666666667,34.0266666666667,69.0916666666667
"9840",-37.2408445305,-31.2748666666667,34.0266666666667,69.0916666666667
"9841",-35.3541422167,-30.6187666666666,44.3916666666667,71.865
"9843",-37.0581620557,-31.2809666666667,34.0266666666667,69.0916666666667
"9844",-33.4952168781,-30.4713666666666,45.2566666666667,72.1183333333333
"9846",-35.4321351655,-30.5837666666667,44.1783333333333,71.7666666666667
"9848",-37.3353429495,-31.3033333333333,32.7866666666667,68.1133333333333
"9849",-35.8284387313,-30.8305,43.9816666666667,71.82
"9850",-34.3170379069,-30.6365,45.835,74.7416666666666
"9851",-37.068325798,-31.2809666666667,34.0266666666667,69.0916666666667
"9852",-36.0831691381,-31.0037666666667,38.4883333333333,67.1886666666667
"9853",-38.0427791431,-31.2748666666667,34.0266666666667,69.0916666666667
"9855",-35.8228275459,-30.8244333333333,43.9816666666667,71.82
"9856",-36.7855251627,-31.18865,34.11,70.2083333333333
"9857",-35.6208007735,-30.8008666666666,45.0016666666667,73.4441666666666
"9858",-35.4490124522,-30.5701666666667,44.0016666666667,71.5083333333334
"9861",-35.5926797544,-30.8013333333333,45.0366666666667,73.3708333333333
"9864",-36.5824632976,-31.1649166666667,32.3566666666667,70.45
"9866",-35.311540231,-30.6121,44.3916666666667,71.3933333333334
"9867",-36.4745308218,-31.0771166666667,34.89,69.7350000000001
"9868",-36.4368314734,-31.1106833333333,32.9033333333333,70.9983333333334
"9870",-34.2460367212,-30.6325333333333,45.8016666666667,74.5183333333333
"9874",-35.5638597947,-30.7912333333333,44.7266666666667,73.5674999999999
"9877",-34.6726590399,-30.6365666666666,45.1066666666667,69.4416666666666
"9878",-34.6603171238,-30.6365666666666,45.1066666666667,69.4416666666666
"9880",-36.6181358678,-31.1649833333333,32.9433333333334,70.7083333333333
"9881",-36.5400877776,-31.0998,35.3,69.42
"9882",-36.0710368803,-30.8308,36.3333333333333,57.3333333333333
"9885",-34.768159596,-30.6336333333333,45.29,68.8316666666667
"9886",-36.1968975035,-30.8945333333333,37.11,69.07
"9888",-35.0401822817,-30.6689333333333,44.365,68.77
"9890",-37.2427908968,-31.2748666666667,34.0266666666667,69.0916666666667
"9892",-34.5021125727,-30.563,45.5783333333333,74.4466666666666
"9895",-36.596470993,-31.1165833333333,32.3333333333333,73.3333333333333
"9897",-36.5163464277,-31.07075,34.6666666666667,69.6666666666667
"9898",-34.3624788047,-30.6370333333333,45.835,74.7416666666666
"9899",-33.9327167392,-30.4408666666666,45.585,74.2149999999999
"9902",-35.8954985323,-30.8564422222222,57.5033333333333,80.0966666666666
"9904",-36.303202665,-30.8057166666666,33.3133333333333,72.9150000000001
"9906",-35.8714172372,-30.9060666666667,48.6666666666667,73.6666666666667
"9908",-35.4777221432826,-30.9533333333333,44.7666666666667,69.9133333333333
"991",-33.0693099438,-30.4713666666666,45.2566666666667,72.1183333333333
"9918",-36.2045263349466,-30.9025666666667,37,68.3333333333333
"992",-34.8049498733,-30.6740666666666,45.1316666666667,68.9216666666666
"9925",-35.4356042727226,-29.87,28,59
"9928",-36.9159756063386,-31.2550666666667,29,67
"9935",-35.608377249735,-30.8251333333333,46,71.5
"9938",-36.2548987766,-30.88865,35.4833333333333,70.2566666666667
"9949",-34.564865911,-30.6365666666666,45.1,69.4583333333333
"9950",-36.4882955289,-31.0991333333333,35.0233333333333,69.4950000000001
"997",-34.4391914141,-30.6370333333333,45.835,74.7416666666666
