id,FT_Manzano.Piedras_2014,FT16_1001GC_2016,FT10_1001GC_2016,FT_Vidigal_2016,FT_Kooke_2016,FT_Aranzana_2005,FT10_Atwell_2010,FT16_Atwell_2010,FT_mhi,FT_mhp,FT_mli,FT_mlp,FT_thi,FT_thp,FT_tli,FT_tlp
6951,79.5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.66666667,44,50,68,NA
6956,84.5,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,67,69,NA
6957,81.25,84.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA
6958,68.75,41.66666667,NA,105.75,108,111.25,-9,159.1666667,150,161.25,-9,19.66666667,27.2,31,49,NA
6959,71.75,53.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,48,51,NA
6960,55,39.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,47,NA
6961,59,50.33333333,NA,90.28571429,93.5,105.6666667,88,139.375,130.2,146,159.5,19,46.5,47,46,NA
6963,78.75,64.25,NA,105.6666667,111.4,112.75,114,160.1428571,162,160.8,-9,NA,50,66,60,NA
6966,62.25,55.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,58,53,NA
6967,62.75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,26.8,32,44,NA
6968,92.5,91.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33333333,200,126,71,NA
6969,91.25,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,122,70,NA
6970,62.5,50.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,43.2,45,48,NA
6971,66.25,63.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,57,51,NA
6973,77.25,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,29.6,35,53,NA
6974,108.75,125.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,151,103,NA
6975,67.25,47.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,44,51,NA
6976,71.25,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.33333333,54.4,67,56,NA
6979,54.75,36,NA,102.4285714,106.75,122.5,133,158.7142857,161.6,162.6,167,3.666666667,23.3,28,44,NA
6981,62.25,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,27,44,NA
6982,78.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,28.7,34,49,NA
6984,69.25,47.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,40,53,NA
6986,61.5,43.75,NA,104.2,114.5,112.3333333,124.5,159.5,157.4,153.7142857,166,NA,NA,NA,NA,NA
6987,69,47.75,NA,105,98.5,105.3333333,127,154.1428571,152.6,166.3333333,160.5,NA,NA,NA,NA,NA
6989,78.25,61,NA,106.2857143,127.3333333,113.75,117.5,156.5,153,157.3333333,166.3333333,18,NA,NA,NA,NA
6990,79,60.25,NA,114,133,133,140,162,164.6,163.6666667,-9,25,NA,NA,NA,NA
6992,68,54.25,83.38461538,114.3333333,118.4,121.6666667,128,163,164.8,166.3333333,168.6666667,22.33333333,NA,NA,NA,NA
6997,81,56,NA,105.5,113.2,116,114,159.5,154.25,161.2,163.5,NA,NA,NA,NA,NA
7000,78,54,NA,120.5,111.6666667,100,-9,164.5714286,166.4,166.5,-9,25.66666667,NA,66.75,65,NA
7002,80.25,59,NA,116.3333333,111.5,127.1666667,130,160.5714286,146.1666667,166,166.3333333,26.66666667,NA,NA,NA,NA
7003,71.75,51,NA,104.1666667,106.5,119.6666667,-9,155.1428571,150,156.4,162,NA,NA,NA,NA,NA
7008,95.5,95,NA,123.2857143,126.75,134,143,164.5714286,165.4,167.5,167,43.5,NA,NA,NA,NA
7013,63,38.75,NA,111.2,112.5,110.5,-9,157.5714286,159.8,164.1666667,157.5,NA,NA,NA,NA,NA
7014,81.5,74,NA,124,126,135.3333333,133,165.5714286,163,166.2,167,15,NA,90,92,NA
7025,71.5,52.66666667,NA,109.8571429,105.5,126.6666667,113,159,159.4,162.8,162,NA,NA,NA,NA,NA
7026,69,45.5,NA,104.3333333,104,113,-9,155,158.4,161.75,167,19,NA,NA,NA,NA
7028,57.5,40.25,NA,100.8333333,101,105.7142857,126,149.5714286,152.2,155,164.5,NA,NA,NA,NA,NA
7031,78.25,47.25,NA,113,105,120.6666667,-9,157.5,159,163.5,-9,15.33333333,NA,NA,NA,NA
7033,78.75,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,76,NA
7036,67.75,50.5,NA,118.5,117.4,132,140,162,164.8333333,165.4,167,19.66666667,NA,NA,NA,NA
7058,87.25,66,89.35714286,NA,NA,NA,NA,NA,NA,NA,NA,30,32,NA,NA,NA
7061,87.25,64,144.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7062,62.25,38.25,NA,113.1666667,108.4,126,140,158.8571429,163.25,161.8571429,167,11,NA,38.6667,46,NA
7063,72.25,51,110.125,107,107,111,135,160.1428571,158.1666667,160.4,167,32,NA,NA,NA,140.13
7064,68.3333333333,66.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33333333,NA,47.5,79,NA
7067,58.75,42.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66666667,26.8,NA,NA,NA
7068,63.75,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7071,64.25,45,NA,109.8,116,115.4,-9,154.875,159.2,161.5,168.25,19,NA,NA,NA,NA
7072,70.25,62,139.3636364,106.5,108.75,112.3333333,108,159,152,162.6,166,NA,NA,NA,NA,149.57
7077,54.5,44.33333333,NA,90.28571429,77.5,87.66666667,78.25,110.5,110.2222222,115.75,152.25,NA,NA,NA,NA,NA
7081,58.5,42.5,NA,94.85714286,93.8,95,95,133,130.4,144.8333333,160,NA,NA,48,46,NA
7092,68,54.25,NA,107.3333333,119.75,112,-9,154.3333333,152.2,164,166.3333333,19.33333333,NA,NA,NA,NA
7094,67.25,43.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.66666667,NA,37,58.5,NA
7096,65.5,40.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7102,87.25,71,NA,112.5,110.6,115,140,158.5714286,162.75,162.25,168,23,NA,NA,NA,NA
7103,62.25,36.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7106,76.5,44.5,NA,106,108.2,127,130,155.4285714,163,160.4285714,167,NA,NA,NA,NA,NA
7107,67.25,50.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7109,60.75,45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7111,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,140.3,NA,NA,NA
7117,58,36.5,NA,112.1666667,113.3333333,138,122.5,156.2857143,156.4,163.8333333,166.5,NA,NA,NA,NA,NA
7119,65.5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120,62.5,42.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7125,69.25,42.75,NA,107.2,109,127.6666667,111,160.4285714,156,163.2,165,NA,NA,NA,NA,NA
7126,95.5,97.25,NA,117,112.5,116,128.4,161.25,163.8,164,167,32.66666667,NA,NA,NA,NA
7127,59.75,45.5,NA,98,98,106.6666667,135,154.3333333,145.4,153.2857143,164,NA,NA,NA,NA,160.43
7130,91.6666666667,78.25,NA,117.5,120.75,130.4,128,163.8571429,164.6,167,167,NA,NA,NA,NA,NA
7133,76,46.25,NA,113,117.8,129.5,134,157.7142857,163.8,166,-9,NA,NA,NA,NA,NA
7138,85.5,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143,83,44.5,NA,120.1666667,118.2,106,133,163.1428571,163.4,166.2,167,19,NA,NA,NA,NA
7147,74.5,52.66666667,NA,115,118,135.5,143,161,162.2,166.6,169,25,NA,50.25,71,NA
7158,63.3333333333,47.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,NA,NA,NA,NA
7160,72.25,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7161,61.25,39.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
7162,65,42.75,NA,114.6666667,116,130.6666667,-9,164.4,159.2,166,169,17.66666667,NA,NA,NA,NA
7163,66.5,44,NA,109.8571429,114,121,-9,158.1666667,161,163,-9,12,NA,39,57,NA
7164,69.75,59.25,NA,90.5,92.4,115.6666667,126,138,133.6,146.8571429,163.5,57,NA,NA,NA,NA
7165,71.5,43.5,NA,116.3333333,112.75,118.75,135,160.2857143,158,163.8,162.3333333,18,NA,NA,NA,NA
7169,82.5,78.25,NA,116.1666667,118,106.6666667,136.6666667,161.8571429,165,152.6,172,25.33333333,NA,NA,NA,NA
7177,65.75,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7181,96.75,97,NA,114.5,123.5,125.5,134,162.2857143,161.4,166.5,166.3333333,25,NA,NA,NA,NA
7183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7186,75,49.75,NA,101.6,106.6666667,107.75,128,155.2857143,157.2,158.8333333,164,20,NA,NA,NA,NA
7192,68.75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7199,66.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
7202,63,40.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7203,67.25,44.5,NA,106.1428571,101,107.6666667,-9,148.1428571,153,158,168.6666667,NA,NA,NA,NA,NA
7207,70.25,49.75,NA,111.4,114.6,139.5,138,156.6666667,158.5,163,167,NA,NA,NA,NA,NA
7208,73,46,NA,113.7142857,110.5,114.75,113,162,161.4,165.5714286,167.6666667,NA,NA,NA,NA,NA
7209,63.5,45.25,NA,105.3333333,127.5,116.5714286,109,157.125,162.8,162,167,NA,NA,NA,NA,NA
7213,65.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7217,56.5,38,NA,103,102.75,123,127,153.8571429,155.8,155.625,166.3333333,11,NA,NA,NA,NA
7218,75,51.25,NA,103,111.6666667,109.75,114,154.8571429,157.75,164.5,166.5,NA,NA,NA,NA,NA
7223,75.75,54.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7231,65.75,45.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33333333,NA,33.5,46,NA
7236,73.5,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7244,68,46,NA,111.3333333,117.5714286,-9,133,162,164.5714286,166.2,167,20.33333333,NA,NA,NA,NA
7248,71.5,66.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7250,58,37.75,NA,105.75,113,112,113.5,154.7142857,154.5,159.5,165,NA,NA,NA,NA,NA
7255,62,47.33333333,NA,116,120.75,-9,-9,160.1428571,162,166.3333333,168.25,22.33333333,NA,35.5,46,NA
7258,71,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66666667,NA,NA,NA,NA
7268,65.75,43.66666667,NA,107.8333333,107.5,121,126,159,159.4285714,158.75,167,NA,NA,NA,NA,NA
7273,77,43.66666667,NA,112.5714286,117.6666667,116.6666667,127,160.7142857,163.6,161.5714286,165.25,9.333333333,NA,NA,NA,NA
7276,73.75,49.25,NA,116,111,119,-9,158.4444444,163.2,165,-9,NA,NA,NA,NA,NA
7280,80.75,46.5,NA,123.5,120.75,136.5,137,159.2,167,168,-9,23,NA,NA,NA,NA
7282,62.5,37.5,NA,103.3333333,113.4,114,137,156.1428571,151.6,163.5,167.75,11,NA,29,51,NA
7287,71,48.25,NA,107.3333333,120.6666667,121,-9,157.1428571,158.25,165.2,-9,NA,NA,NA,NA,NA
7288,82.5,70.25,NA,112.8571429,118.2,123.6666667,-9,162.1428571,161.6,165.25,167,24.66666667,32.8,NA,NA,NA
7296,84.25,62.5,NA,112.5,110.6,115,134.3333333,159.2857143,159.6666667,159.8333333,167,20,NA,54,70,NA
7298,81.75,53.25,NA,106.5,121.6666667,110.25,-9,160.1666667,163,-9,167.6666667,NA,NA,NA,NA,NA
7305,79.25,51.5,NA,111.5714286,117.25,134.5,-9,161.7142857,165.4,165.4,-9,NA,NA,NA,NA,NA
7306,76.5,49.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,50.25,60,NA
7307,78.5,72.33333333,NA,118.1428571,123,128.5,140,161.2857143,164.6,164.2857143,167,12.66666667,NA,NA,NA,NA
7314,66,42.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7316,81.25,89.25,NA,118.4285714,123,139,-9,162.1666667,163.6,164.8333333,-9,29,NA,NA,NA,NA
7319,58.5,52.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7320,80.75,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA
7322,76.5,51.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7323,75.75,64.25,NA,108.5,106.25,112.6,134,157.3333333,163,163.4285714,166.3333333,NA,NA,59,56,NA
7327,64.5,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7328,56.25,51.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,64,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7333,68.75,39.75,NA,93.2,93.6,104.8,113,149.5714286,145,158.2,-9,13,NA,NA,NA,NA
7337,74.5,47.5,NA,109.1428571,110,124.5,-9,162,160.2,164,166,21.66666667,NA,NA,NA,NA
7342,83,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7343,72,51.25,NA,110,110.5,131.5,133,161.2,162.2,164.2,167,20.33333333,NA,NA,NA,NA
7344,73.5,47.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA
7346,78.25,58.66666667,NA,112.25,113.4,127,-9,158.4285714,159.8,164.6,172,20.66666667,NA,43,64,NA
7347,64.75,47,NA,110.6,102.4,107.8,113,154.4285714,156.8,159.5,162.5,NA,NA,NA,NA,NA
7349,81.25,52.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33333333,NA,NA,NA,NA
7350,80,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7353,86,70.5,NA,106.7142857,113.75,116.2,136.6666667,156.1428571,159,163,172,26,NA,NA,NA,NA
7354,100.25,108.3333333,NA,121,128.3333333,135,132.5,163.1428571,165.8,166.2,165,29,NA,NA,NA,NA
7356,88,64.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7372,83,54.5,NA,114.4285714,116.6,122.5,141.5,163,165.2,166.1428571,165,22.33333333,NA,NA,NA,NA
7373,81.25,54.75,NA,104.6666667,110,119,-9,158.7142857,160,162.1428571,167.75,21,NA,NA,NA,NA
7377,75.75,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378,71.25,52,NA,112.4,112.5,134.3333333,119,162.1428571,158,166,-9,23.33333333,NA,NA,NA,NA
7382,55.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
7383,60.5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
7384,76.25,65.75,NA,115.1428571,120,118.3333333,133,163.1428571,163.4,166.2,-9,28.66666667,NA,NA,NA,NA
7387,60.75,41.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7394,56.75,41.75,NA,106.5714286,103.6666667,108.3333333,125,150.6666667,151.5,149.75,168.25,14.33333333,23.7,NA,NA,NA
7396,61.5,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7404,68.5,41.33333333,NA,104.6,100.6,114.3333333,-9,158.6666667,159.25,161.2857143,162.5,NA,NA,NA,NA,NA
7411,66,54,NA,106.2,108.4,107.3333333,-9,156.75,160,159.8571429,166,22,NA,NA,NA,NA
7413,69.25,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7415,72.25,45.25,NA,102.1666667,103.6666667,105,126,154.7142857,160.8,159.8333333,165,NA,NA,NA,NA,NA
7416,81.5,78.66666667,NA,122.1666667,121,134.3333333,136,164.5714286,161.25,164.6666667,-9,28.66666667,59.8,NA,NA,NA
7417,86.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7418,63.5,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,38.25,63,NA
7419,69,43.25,NA,111.8333333,113.25,128.3333333,128,158.4,162.1666667,162.3333333,168.6666667,NA,NA,NA,NA,NA
7424,57.75,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66666667,NA,30,43,NA
7427,101,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,72.5,42.25,NA,118.2857143,125.5,130,136,161.5,159.6666667,166.5,172,17,NA,NA,NA,NA
7460,75,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666667,NA,34.75,49,NA
7461,68,48.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,61,NA
7471,56.25,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7477,74,52.25,NA,115.5,116.75,132,-9,163.8571429,165.6,164.1428571,-9,23,NA,43,59,NA
7514,80.25,57.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,41.8,51,58,NA
7515,73.75,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33333333,50.6,62,49,NA
7516,105,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,200,167,100,NA
7517,115,113.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,160,107,NA
7520,73.25,48.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.66666667,36.8,42,60,NA
7521,70.75,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.66666667,36.3,52,60,NA
7523,80,68.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,63.8,60,57,NA
7525,63,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,31.5,41,46,NA
7529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7717,82.75,76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7917,82.25,68.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7947,82.25,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8077,70,57.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8132,74,67.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8214,65,54.5,NA,99.16666667,100,106,-9,161.1666667,156.2,156.7142857,163,20.33333333,37.7,48,51,NA
8222,100,93.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,NA,98,90,NA
8227,120,NA,NA,121.8333333,119.5,134.25,143,166.7142857,170.75,163.6666667,169,NA,NA,NA,NA,NA
8230,110.3333333333,103,NA,118,125,138.3333333,-9,162.5714286,164.8,166.5,172,NA,NA,163,97,NA
8231,100.75,108.6666667,NA,120.1666667,124.8,134.4,-9,163.5,165,168,172,37.66666667,NA,116,91,NA
8233,75.5,69.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,59,NA
8234,102.6666666667,92.75,NA,120.6666667,130.6666667,128,-9,165.4285714,169.2,166,-9,37.66666667,NA,NA,NA,NA
8235,74.5,68.75,NA,111.8571429,111,124.2,122,161.5714286,154.3333333,165.6,165.3333333,23.5,NA,71,60,NA
8236,74,64.66666667,NA,115.8333333,121.4,128,129.5,162.2857143,164.4,163,167,26,NA,44,91,NA
8237,97.25,98.75,NA,120.4285714,122.5,136,151,164.8571429,167.4,161.6666667,172,NA,NA,43,97,NA
8238,79.5,52.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8239,56,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33333333,NA,37,52,NA
8240,94.5,83,NA,119.5714286,117.75,119.5,122,162.5,163.2,165.6,166.3333333,38,NA,122,93,NA
8241,90.75,66.25,NA,125.3333333,128.6,132.2,-9,165.7142857,168.75,165.75,168,32.33333333,NA,66,73,NA
8242,116.75,132,NA,138.8571429,140.6666667,-9,-9,169.1666667,168.4,172,-9,54.66666667,NA,100,120,NA
8243,80,68.25,NA,104.6,108.8,104.8,-9,156.1666667,150.6,155,163,NA,NA,69,66,NA
8244,90.5,58.5,NA,117.2,121,136.5,-9,164.125,164,165.3333333,-9,23.66666667,NA,NA,NA,NA
8246,70.5,76.5,NA,122,121.5,127,133,161,163.8,167.6,167,33.66666667,NA,NA,NA,NA
8247,98,94.66666667,NA,126.6666667,127.1666667,118.3333333,121,165.8571429,165.4,165.6666667,-9,NA,NA,93,87,NA
8249,93.75,88,NA,117.2857143,120.3333333,127.3333333,-9,161.7142857,165.3333333,165.5,167.6666667,NA,NA,98,81,NA
8256,73.25,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,61,NA
8258,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,73,NA
8259,88,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,73,NA
8264,65.5,63.5,NA,101.7142857,102.4,111.25,122,152,143.6,154,167,20.66666667,NA,68,46,NA
8283,84.25,82.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,71,NA
8284,83.25,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,61,NA
8285,66.5,51.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,70,NA
8290,63.25,44.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,50,NA
8297,85.75,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,NA,104,73,NA
8306,102.5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,49,96,NA
8307,79.25,64.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8311,65.5,59.25,NA,99.28571429,102.75,113.5714286,123,152.8571429,153,154.1666667,167,21,NA,51,49,NA
8312,65.75,52,NA,108.5,112.25,122.6666667,133,162,161,161.4,168.6666667,NA,NA,41,66,NA
8326,86.75,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.33333333,NA,58,67,NA
8334,74.75,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,64,NA
8335,100,92.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,104,NA
8337,74,72.5,NA,105.8,118.75,110.4,107,155.4285714,157.25,155,165,NA,NA,74,70,NA
8343,81.25,59.75,NA,111.5714286,115.75,122,135,158.7142857,153,164.2,169,19,NA,45,62,NA
8351,103,97.5,NA,108.8333333,114,115.75,143,157.4285714,161.2,164,167,31,NA,112,78,NA
8354,82,58.75,NA,108.2857143,103,108.4,109,158.8571429,157,160,163,16.33333333,NA,45,70,NA
8357,71.75,55.5,NA,99.875,95.25,111,-9,142.625,148,159.4,168.5,19.66666667,NA,NA,NA,NA
8365,74,39.5,NA,99.71428571,107.25,108,94,156.4285714,148.6,161.2857143,166.5,12.66666667,NA,33,51,NA
8366,78.3333333333,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8369,98,94.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,76,NA
8376,103,104,NA,113.4,118.6666667,114.6666667,135,161,159.8333333,161.5,165,29.33333333,NA,134,84,NA
8386,75,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8387,74.25,48.33333333,NA,106.6,111.75,113.4,121,154.5,158.8,160.5714286,166.3333333,19,NA,49,52,NA
8419,94.25,58.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,NA,NA,NA,NA
8420,74.75,47.5,NA,110.6666667,113,124,107,159.7142857,161,162.7142857,167,19,NA,41,56,NA
8422,116.75,116.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,106,NA
8424,68.25,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.33333333,44.2,51,46,NA
8426,62.75,40.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,49,NA
8427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9057,87.5,67.5,NA,117,120.6,147,138.6666667,163.6666667,165,167,168,NA,NA,60,76,NA
9058,113.25,123,NA,121.2,129.6666667,132,-9,165.1666667,166.5,166.6,167,NA,NA,128,101,NA
9067,101.75,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9069,82.75,90.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9070,80,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9075,93.25,98.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9078,100.25,104.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9079,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
