,rFitness_mhi,rFitness_mhp,rFitness_mli,rFitness_mlp,rFitness_thi,rFitness_thp,rFitness_tli,rFitness_tlp,rSurvival_fruit_mhi,rSurvival_fruit_mhp,rSurvival_fruit_mli,rSurvival_fruit_mlp,rSurvival_fruit_thi,rSurvival_fruit_thp,rSurvival_fruit_tli,rSurvival_fruit_tlp,rSeeds_mhi,rSeeds_mhp,rSeeds_mli,rSeeds_mlp,rSeeds_thi,rSeeds_thp,rSeeds_tli,rSeeds_tlp
Root_width_80_day001,0.0788566332291015,0.0189342837221413,-0.065420002298925,0.03622497232412,0.0597845816680187,0.173111767265812,0.0529476673211991,-0.0884103914413079,0.107050369391044,0.0546403668143917,0.0757468789262456,0.0256596581290229,0.0990222079405171,0.15860716305373,0.01655180407639,-0.00808969030651294,0.0715452689197456,0.0593849440115509,-0.201461177553613,0.00574085517098753,0.0627164586587464,0.102069845972508,0.00437447112812326,0.140615253394784
Root_width_80_day002,0.0459680346941703,-0.106336223333836,-0.113561461949069,0.0588961253830187,-0.0152899383201916,0.0533300964539164,0.00708479216860158,-0.110786102492637,0.0359399861304657,-0.0413107431957668,-0.0842400936396497,0.0933811072083799,-0.0338532079747447,0.0292652551615191,-0.037370961529848,-0.0839670703177151,0.0165825433424053,-0.0671981208656281,-0.256591705498356,0.216032905186807,0.0176502731682797,0.0293818530410446,-0.151941851609801,0.061559350971836
Root_width_80_day003,0.264187250109979,0.149845336859525,0.0754340076306755,0.17185453529061,0.226104023835296,0.278862114388987,0.225609752330439,0.0848130077118726,0.272269379860286,0.223975031597042,0.152082248304387,0.26428992539201,0.220358893306725,0.28455360362708,0.19670498107665,0.114932155320773,0.223386066959194,0.184891898801001,-0.139635443797044,0.24945321437021,0.265911267830996,0.233336435239088,-0.00620068318577542,0.0405595221942046
Root_width_80_day004,0.307710489368265,0.186402091788347,0.00438340264287072,0.226301500375833,0.225172589980313,0.27036972993452,0.264572987290932,0.130450882682225,0.292513768839729,0.259884947889449,0.0828271403629977,0.266289364222831,0.22246193475028,0.250425062902429,0.236767361638179,0.126477347554283,0.247898973105116,0.184256808069051,-0.25475198130533,0.325644124648282,0.270562290103166,0.256234590900909,0.0293432223996449,-0.0641031097984408
Root_width_80_day005,0.301894011433252,0.189490352502551,-0.0248972509105506,0.152242479641048,0.214440660063992,0.302757764900831,0.136033029082024,0.0781957747160005,0.287563135794529,0.235043144770066,0.0591226267443998,0.26003617482439,0.202066733094081,0.274589849687886,0.147464369053133,0.138756547404105,0.23570651480649,0.211634636218458,-0.231532420417354,0.24163632907952,0.266991737392405,0.245384296460111,0.145893322788553,-0.0122679918207127
Total_length_day001,-0.146867721919637,-0.234211637621486,-0.218371088136723,-0.00502589515630655,-0.107006869471191,-0.159236177251553,-0.0966689928657281,-0.0859358784765347,-0.168306461704893,-0.218961141823079,-0.282491362460067,-0.00289929065760037,-0.212704002878358,-0.190095853102168,-0.119333225561487,-0.0939264377950612,-0.12477619074491,-0.189357870190175,-0.135539176659097,0.0263966940978627,-0.0601861703375716,-0.110331792254189,-0.00583135323013479,-0.0405682415303531
Total_length_day002,-0.215455020291373,-0.34914946759116,-0.280700674649779,-0.0358061458121629,-0.160128719258407,-0.20567207649547,-0.20862347532845,-0.183380854463711,-0.248286973916576,-0.325881260678484,-0.338945573516773,0.0116129834333524,-0.276801873597205,-0.257732618281596,-0.250212712061002,-0.182686135652946,-0.188901302368757,-0.284798576893973,-0.115255056000489,0.0407524309582396,-0.140349112194614,-0.174074387633701,-0.127794413739634,0.0357063924651041
Total_length_day003,-0.25959400986306,-0.411445597290565,-0.321448671531575,-0.0456674112834607,-0.213500854997093,-0.245581882645677,-0.280263491801051,-0.240862188984128,-0.299744516827283,-0.385939023608919,-0.382194798113331,0.0161266980518275,-0.330021795185387,-0.31249281731665,-0.31596228463369,-0.250263358089496,-0.233698524698012,-0.346054341138502,-0.126396914608932,0.0700500860784539,-0.200210793757888,-0.214321528085211,-0.199089651675083,0.0246133843484785
Total_length_day004,-0.191602188698959,-0.337231366423662,-0.278668076659885,-0.0275360627575364,-0.151994334279488,-0.171508766361322,-0.218966264173679,-0.186539887320663,-0.222309469322021,-0.297673440833067,-0.33055748952473,0.0477874295340484,-0.2513014502768,-0.234805238745287,-0.254894311868232,-0.193241165253713,-0.174817689450512,-0.283702352711897,-0.147501898150435,0.1018004725537,-0.13947684206161,-0.150690266657699,-0.165573558105712,0.0690416562216411
Total_length_day005,-0.186802936941117,-0.322963341327941,-0.306964844184844,-0.0510956972831679,-0.141448013584248,-0.155621942678897,-0.225795153351362,-0.203432623942009,-0.21486643315233,-0.28247646943199,-0.356712991012601,0.0339982969002704,-0.240379637102896,-0.21985284565094,-0.254413503781038,-0.195966814822372,-0.172272080190906,-0.278445421270286,-0.166108906888835,0.100353705555568,-0.133112374014655,-0.144106091599148,-0.149976422426234,0.0722195571773597
X286_Mo98,0.285752244295532,0.2945969420671,0.133939686775155,0.0773474606025039,0.272863826620143,0.380192125061009,0.2743493672326,0.24214611517201,0.291678916391506,0.284884384203937,0.232326053434266,0.0587464568448432,0.30712932292112,0.330027622766495,0.306254491730654,0.249434614927276,0.265386003646627,0.310586817302467,0.107143155787942,-0.0849895733898947,0.269734957352224,0.31449090877124,0.252540022478263,0.0978627647522907
X282_Zn66,0.0731447885150025,0.0429759880370722,-0.0878089837455149,-0.016707939294146,0.0622675882772105,0.0198481817840838,-0.139203438857543,-0.0989967199685725,0.0857518664240208,0.0030762032384131,0.0299721294406588,0.0267044599076288,0.0490673420710309,0.0410130815669818,-0.120542655578376,-0.0996394902768149,0.016881967151733,0.0779758938866794,-0.0155733110903817,-0.00404223279568412,0.0416228883537687,0.000701622135753828,-0.710813597755309,0.00688771716525815
Xyloside_percentage,-1.09857902752591,-0.983135335463349,-0.581963862119234,-0.204820427428858,-1.13947514679368,-1.19017630104292,-0.81436333659684,-0.951504540855641,-1.16252757544325,-1.03592409579195,-0.824924420376755,-0.250997487339817,-1.20458188468039,-1.15850236613056,-0.873072930206727,-0.952520811026727,-0.988908280814124,-1.15927715365321,-0.336133727637976,0.338040542860635,-1.13241895862219,-1.03036835274854,-0.473534795364413,-0.196851116625558
PC1,1.05545296030282,1.06780358225402,0.759368270928173,0.972207045274862,1.11462769862815,1.02148290366346,1.1635850188583,0.820217961183791,1.10947117940769,1.16275217807833,0.90657283563629,1.11499456829531,1.10881189934847,1.21349784659932,1.19573375508219,1.0064341633337,0.942857702110097,1.01504455258605,0.0721903994629626,0.662971919563532,1.12729478726819,0.806837542085613,0.545711001755729,0.305639141016748
PC2,-0.212803041818203,-0.263742403285596,-0.271330131744263,-0.493009080120896,-0.321076088399266,-0.395511254897648,-0.744178260644763,-0.178166711114421,-0.251216194574307,-0.32213155208951,-0.282938458305885,-0.66794544904192,-0.330633654050409,-0.573707194305387,-0.742625876220276,-0.272855950936231,-0.249494369752,-0.257398038496492,-0.0343161902798628,-0.550540666737462,-0.30208735851136,-0.0852965745102315,-0.668420831976509,-0.0011741451542486
LD12_peak,0.0481579204452087,-0.0622618630938865,-0.0356438861933413,-0.0189814828645326,-0.0209248316170625,-0.117759228988978,-0.185446034865071,-0.220892920471781,0.0987307067753564,0.00172367176332455,-0.107626141777551,0.0281105360135459,0.0204375847423235,-0.0840869801990308,-0.0795374675029873,-0.206019341573371,-0.00492210031724566,-0.015233394161446,-0.512555209350435,0.107073762948012,0.0011483945721837,0.0245081231827157,-0.0427570857109119,0.16771711911136
LD12_period,0.774365729868823,0.759707969051216,0.35567395311137,0.185154091085649,0.78404544169953,0.705609803037455,0.699481953453184,0.237011244252789,0.799877015410018,0.738919209522975,0.473451428839683,0.261464963280228,0.755357804660455,0.737416253084696,0.712241092386541,0.566921427819682,0.658216994466318,0.78624296497633,-0.038011842862665,0.0291921630123454,0.803069531812597,0.660147889044732,0.321325183483888,0.0504445305023464
LD14_peak,0.204305938420334,0.0359992248572494,0.11661838177101,-0.163030959951284,0.147546304204475,0.0377460442920469,0.0613196792095812,-0.0142497096988354,0.24256887403312,0.113196598744442,0.095763061475939,-0.0434641457704847,0.164260290111368,0.065740215120485,0.116333099119995,-0.06264224328486,0.146217235294876,0.135867039457666,-0.208198630407009,-0.0803849711851145,0.191613897372245,0.161832185636141,0.0666262177134408,0.122683918064659
LD14_period,0.672286942170466,0.628902994446747,0.340021070054332,0.226882546587229,0.691259611232526,0.579580455975654,0.625194537426438,0.230236255107696,0.725352668839052,0.649220662582738,0.410737859834104,0.298432454672984,0.676058840938818,0.610955806454716,0.681645088646608,0.470881471324754,0.565939983095331,0.667719143541842,0.00237260330250115,0.0999568948827902,0.717412178677063,0.60342802484631,0.282365113152888,0.163560457261423
LD16_peak,-0.277337007200672,-0.398668409767682,-0.180710427344449,-0.21088427116159,-0.294949558456893,-0.360095441492693,-0.387830445273245,-0.39785360097129,-0.230770753283298,-0.336215621107837,-0.300884670133559,-0.181357782292262,-0.289433645046963,-0.336691941880873,-0.343822200227714,-0.44683130570588,-0.284243077539008,-0.326792051487415,-0.465150936539735,-0.0019485399435825,-0.279929562440802,-0.253793709260323,-0.152856982601224,0.0570831544051364
LD16_period,1.09707749533235,1.03241466666588,0.661201396700166,0.312853646063565,1.10212364160099,0.968670857788079,1.09508247598071,0.574556815943356,1.15486998241462,1.05663947253079,0.833073586101496,0.444331361409552,1.11349895998755,1.03542810632568,1.11715333511616,0.885405579303485,0.942859802875194,1.0995768175941,0.280151733399536,0.0702128374266861,1.12855442152181,0.95431887915637,0.499711734810436,0.192741597059002
SD10_peak,0.0865802319208654,-0.0356614291661741,-0.0338962793769382,-0.0393240222200588,0.00700696016176499,-0.0986516375479756,-0.0386446445227682,-0.0958103576479119,0.122753125423161,0.0439250233487431,-0.0432924650542769,-0.00727993915069653,0.0327483933307487,-0.0379110678335145,0.0358546689577848,-0.0900721540809202,0.0314496270117538,0.000855924012600823,-0.233882092915472,0.0369013850038538,0.0476393523594894,0.0120717776190174,-0.0122860862441947,0.10345843025701
SD10_period,0.703636486796057,0.752300231262463,0.401001614198991,0.13005688624165,0.77274932122033,0.719003631481567,0.678205798501428,0.181891787107645,0.729476106391452,0.737014097797029,0.513659664699254,0.220297223422676,0.793757375869562,0.741973434886933,0.679286569456407,0.390548736748504,0.646857220206685,0.791035280056425,0.148856136418566,-0.115360565461801,0.760147634065191,0.652094974426915,0.344809050553229,-0.00304387243302011
SD8_peak,-0.00273846931041884,-0.118349315318464,-0.116966963975294,0.0045923647273874,-0.0793459475772608,-0.12429237865135,-0.188274032526911,-0.0963187406648582,0.00206159512890418,-0.0770636792362791,-0.120364307670454,-0.00250578858968848,-0.0583926705912483,-0.0887747380292177,-0.158336846107723,-0.145967732333854,-0.03282196675457,-0.0663808608074465,-0.229577671158408,0.0388817223436889,-0.0522901755739389,-0.0624982645547202,-0.0376892138571133,0.0947625537994206
SD8_period,0.645858631661756,0.574978984352022,0.38867581492125,0.048131559023298,0.612856400336356,0.563797288606822,0.625458007653064,0.242674081684767,0.639802742197859,0.562925060647395,0.470670617206062,0.169741465364696,0.592543531337961,0.545257806669987,0.5948497718206,0.490408482544501,0.558398153914817,0.632493220783474,0.131436036364157,-0.0501535995036917,0.652178820180969,0.580354308636745,0.297119460720755,0.021864905668872
Agro_PPV_infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mechnical_PPV_infection_Hampes_Rosettes,-0.467477155875676,-0.511955940206451,-0.221411050589581,-0.186894897658185,-0.554880876813055,-0.484411473882998,-0.403114448696366,-0.345458967014392,-0.481999350901439,-0.456513704951629,-0.309358287560985,-0.34501071124535,-0.530567077042108,-0.420745132180085,-0.416175637838978,-0.403507464836423,-0.431697705903115,-0.578191889241557,-0.205712482991832,-0.139089831360135,-0.540454967086043,-0.501509207670293,-0.0930604501709816,-0.31129663468312
ile_ileleuval,-0.0183544825244916,-0.0427848248375119,-0.00801048363201307,-0.15012104552219,-0.011881216915745,0.0122422630284611,-0.0703027542378924,0.153027366483318,-0.0170170584298977,-0.0150873611926674,-0.0493605611569897,-0.230531348278411,-0.0232826033760377,0.013674674578948,-0.0376080455021149,0.0485544842181846,-0.00793918110761594,-0.0365321515892426,0.0556792587629847,-0.33847220183003,0.00193240230530847,-0.0099670826385083,-0.00317275166984694,0.0235314098936779
ile_t,-0.149556343992943,-0.17868864220851,-0.0434618063006095,-0.0976032161322972,-0.168572172835469,-0.127272315631849,-0.169759845871191,0.0525559881796267,-0.139528033960318,-0.157361065630232,-0.0945886001983033,-0.188999449202698,-0.162061673765281,-0.0901233771094695,-0.150928739155359,-0.0747312725155447,-0.140602417254582,-0.173065775267894,0.0740816449016744,-0.202045746717947,-0.161574108016613,-0.163449262113586,-0.0458604053280885,-0.0870712096649099
ile,0.365169435497551,0.370021727312332,0.250370680471461,0.169228845650026,0.390405453103283,0.309603104764106,0.397918189215808,0.201926193627722,0.361195336846513,0.361757181135739,0.270282896820716,0.255831084977695,0.384824084565631,0.291795163101591,0.371658354433772,0.350679449656451,0.329972570146665,0.381264613301748,-0.0838780856018406,0.141219321678567,0.385135474229473,0.339050412657971,0.0875225510596209,0.102929314947133
leu_ileleuval,0.054704379464502,0.0691071416560362,0.111929509322252,0.0781366934453411,0.0664741746894372,0.14864469991569,0.175362088316804,0.0626893065648785,0.0839071822619235,0.0937572608734918,0.136997850455244,0.134781507496917,0.13462953166716,0.104977608448285,0.19439308836381,0.0882274482196454,0.0771988128197858,0.095169988114973,0.0348068476609199,0.0906520457866574,0.0602865967264704,0.142790637730197,0.0669227793181892,-0.00750398131501381
leu_t,0.151558017318118,0.167813424658743,-0.00787364373797984,0.00033386480892008,0.172098878683631,0.0925093062456163,0.0884098209434463,-0.000573008822561871,0.126096163987062,0.144398150561096,0.0185020949533561,0.0534854773870277,0.12458225001013,0.0724308814559278,0.0723849964967724,0.0843088410235846,0.134455680092521,0.151954839906809,-0.0797636306924029,0.030465166939592,0.175141894973174,0.126563656266601,0.0142533256962906,0.140071591685363
leu,0.415674168412959,0.404141922901947,0.244397495345049,0.0948222485835807,0.439785739540511,0.308560983773654,0.379915556963537,0.316983479004694,0.393621880441472,0.386002020422696,0.230800055412913,0.15323843927214,0.399189845697667,0.310718552734582,0.360429578050853,0.42749246834987,0.367006656314541,0.417121033583007,-0.0909336573231162,-0.019695766923007,0.44129519738054,0.340016427423816,0.141435189543494,0.136135460494434
val_ileleuval,-0.0285695732702416,-0.0179783176180314,-0.0657598410609349,0.0514088406304069,-0.0401329829670294,-0.107303472370937,-0.065009141972947,-0.144684086972739,-0.0473497659864406,-0.054150186966512,-0.0544168065364137,0.0705663596490431,-0.0741542398427974,-0.0808882727666152,-0.0992367612279163,-0.085726571045189,-0.0480285618409319,-0.0377893395880277,-0.0632651122095797,0.174404227290636,-0.0450962265138604,-0.0874352498346626,-0.0490840447753541,-0.0091899684017688
val_t,-0.233816000683352,-0.248930444410397,-0.109931943802079,-0.0345258653018066,-0.268064382051161,-0.258972080318143,-0.260783707941527,-0.112871128157657,-0.231819160616928,-0.257822686053053,-0.152196088390721,-0.129698834930873,-0.270602575821445,-0.193690017916525,-0.274731477600047,-0.207394695974567,-0.236257090990821,-0.261643831166843,0.0607167156441664,-0.033783667252035,-0.275197661198714,-0.287869705376514,-0.0784763666051885,-0.149448257540841
val,0.32587357194297,0.312427542915798,0.261762565773773,0.0765001047452675,0.361704898257158,0.301031755817417,0.368610594802772,0.302146122383335,0.325269015821957,0.322835109654507,0.240754918621841,0.13783348109122,0.357839774413594,0.268821030765183,0.361674149597072,0.405653677455678,0.307586681528719,0.340766250141464,-0.0981233830358866,-0.0307993162323096,0.364640214316428,0.330071950605354,0.0245739903705787,0.106836791577003
beta_carotene,-0.493781299938548,-0.430487305795975,-0.201984511521418,0.0502825399548661,-0.41503462730284,-0.42536370054987,-0.408967066007779,-0.503622197761634,-0.445741531174044,-0.454486165271735,-0.276909690592342,0.0388158436948131,-0.415851542199609,-0.436550333066863,-0.448965270813043,-0.508714056428249,-0.446789968211317,-0.444788102047367,-0.0175662169999371,0.178058836678095,-0.463097543942693,-0.383913919768437,-0.314658699760304,-0.13482373814956
Seed_size,0.419835728026868,0.374838800886026,0.26138757120918,0.210597221737484,0.404932836953491,0.420698561306178,0.387893037845332,0.1610720798778,0.467505488289344,0.40886685949309,0.336405092826227,0.196479189423867,0.458672883971468,0.458849437033139,0.381766074070394,0.23607623665699,0.359302471105329,0.410740945858161,0.123577863308708,0.0404679741745706,0.397711250752877,0.366749610876464,-0.0908751360345639,0.233070821755376
Aphid_reproduction,-0.0476471481398854,-0.00915168587916445,-0.0259853746988968,-0.0321095529334338,0.0109339813284579,0.011227318172709,-0.0359127205239124,0.056655575830901,-0.0098684167380626,-0.0358337351481576,-0.147238135857458,0.0128684461608128,0.000303143640649464,-0.00014637026323128,0.0114127941577604,0.0311108723330021,-0.0442098218896689,0.0215978793854691,-0.0234979056744778,-0.00151120206876021,0.0115792665550321,0.00589760801010455,-0.0887026733425393,0.0365949272801206
Thrips,-0.0478485006591744,-0.0172383259762543,-0.0690752277780617,-0.0359248859104032,-0.063673605090193,-0.0779700850877295,-0.0480266194977098,-0.0673199527885901,-0.0722553962874943,-0.0418017431104756,-0.0485448498912315,-0.0504905196149089,-0.0713248350739627,-0.0668352920576106,-0.019918844635355,-0.0958589136931634,-0.0424059565880419,-0.0378153945491111,0.0617119457649318,0.0200786789269529,-0.0543262637001387,-0.0537635679745139,0.0697120859918811,0.00439741151500681
Botrytis_and_Pieris,0.0207858109041873,-0.00927443194167932,0.055363594507509,-0.0311467684488297,0.0226041075793539,-0.00451127110352146,0.0567631727183769,0.0498196663997808,0.0513773722689084,0.0441687202397971,0.099280838473175,-0.0398777207843558,0.0395503719390785,0.0179319287545529,0.0397683569513756,0.00499817885940726,0.00294183069088433,-0.0315711337971206,0.00240354897863347,-0.0951864846236382,0.0177818816071318,0.0134943214941873,0.0312050517270799,0.0119952374770534
Drought_and_Pieris,-0.260278155386533,-0.258863089135706,-0.106544304133529,-0.139438062696982,-0.217835588757967,-0.226813003845079,-0.0916730453374874,-0.191712443230837,-0.228818628057834,-0.246635762201321,-0.0663018615249557,-0.210509996140866,-0.183874482035422,-0.219492159592007,-0.1326212002873,-0.195420253175378,-0.216461032502184,-0.236021810941111,-0.0366674448016479,-0.177315882449337,-0.243364145911362,-0.199388643790278,-0.0562979146945045,0.0282872512133678
Drought,-0.0181452208326004,0.052302272264721,0.0309416730543708,0.054444688036934,-0.00196972154161767,-0.00157468877602786,-0.0241240551509881,0.0948945765120589,-0.0100300421525519,0.0734214834928177,1.0125964062218e-05,0.0262106983737487,-0.0240638384667962,0.00823935538122736,-0.0192282946282733,0.059162040050533,-0.0227065277612707,-0.0458655162952162,0.0676362835080201,-0.00560541453421566,0.00452849044397856,-0.00740721813517718,-0.0651655456419592,0.0319947437455691
P_rapae,-0.0745367617394192,-0.111836674629868,0.0857622224180671,-0.0304826702250156,-0.0593979333113326,-0.0881822858497266,0.0369072760306855,-0.109265557344554,-0.0560338318428339,-0.0706265777701141,0.0849084303907199,-0.06411795018778,-0.0681518773583763,-0.0718212815236912,0.00979407567180824,-0.150017410115027,-0.0844571517428146,-0.131375872694659,-0.0090067017461047,0.0272910235417177,-0.0693424275558994,-0.0772841991572034,0.00911886731734505,0.106801378984297
P_xyllostella,0.00378513390564192,0.0167234895533219,0.0628071719263581,0.024771602223853,-0.0149506656919768,0.00210853976209502,0.0281368498845132,-0.0998689184023715,0.0238231136217392,0.044752856156667,0.0753817920050174,0.026208739656697,0.0276831760137869,0.0129257653160778,0.00149746480513285,-0.0773849979463323,0.0165754346248785,0.0136209110811135,0.0862986971728017,0.0187682885422454,-0.00449200963119452,0.017373889117262,-0.0122166794766068,-0.0022097448844823
FT_mhi,0.395711853864497,0.370142605758582,0.0830256867638021,0.080568091589498,0.341954089525098,0.276584234401442,0.355240199087641,0.303021984357543,0.463862759350235,0.439837018193571,0.116437209975085,0.0653155453463997,0.435770545499794,0.366082706704932,0.353187591674992,0.335828933129626,0.527179455921537,0.377322564097788,-0.100962476327293,-0.127821841537539,0.356182597002247,0.291425779115926,0.207465970043843,0.108582953054518
FT_mhp,0.397666856202547,0.393425589327671,0.149403244560913,0.0831988582737343,0.36973191476696,0.288244955102333,0.364673053999333,0.342977720021151,0.473417170535291,0.475181613336134,0.121725921969878,0.0568242388890557,0.470023463504791,0.394997489853156,0.36201283543737,0.368782314688217,0.341904432507968,0.396408429284774,-0.111978161978119,-0.142352630420607,0.383199687274048,0.311742952420374,0.209738548813001,0.0855493107356699
FT_mli,0.180008861076489,0.184463409720557,0.205165960104498,0.0279803073752507,0.144165001317238,0.155351800373126,0.201232910274591,0.121042349306557,0.19790465009688,0.189596632576602,0.213465844679638,0.0413120483812177,0.17105551097458,0.176336454966375,0.190706346821715,0.132409688659163,0.141269925350322,0.178254840448042,0.358886301649583,-0.0379624347843244,0.156317519803735,0.13090332672846,0.0595321152755218,-0.00738774270229278
FT_mlp,0.0809757097846604,0.101985734178396,0.156764440383475,0.39113535940385,0.0812795031930213,0.124178865518267,0.121804010429113,0.126693270349021,0.0928364188259552,0.0894157893166228,0.1527148888564,0.453357581892696,0.0808102244911001,0.12183759372318,0.103300111154022,0.0796973718282755,0.0535632646723727,0.109995006282025,0.13980757287608,0.541472845873669,0.0987204575107071,0.123600898546614,0.00326717979813915,0.000238713465252512
FT_thi,0.583100853966154,0.576067834966022,0.325620195116781,0.18771325880827,0.553764950416444,0.480997755939813,0.516345687985555,0.466505392858789,0.631618844012784,0.63042149585365,0.324267724130913,0.192169845637235,0.632938951915558,0.5549097994775,0.519066753230108,0.485398683690853,0.512103542029442,0.587133378608836,0.0171341831926297,-0.0695791861906704,0.565453807111204,0.486777040273926,0.281380992284746,0.108454746874956
FT_thp,0.443573114476203,0.445787449809124,0.262542878991179,0.146976744236151,0.413584169542204,0.361315992522785,0.411506289043259,0.370077702007862,0.495007421800288,0.491298104195568,0.221975424077361,0.126752685531191,0.492950918923358,0.432446565671939,0.392580343720965,0.384176619432759,0.383196505634534,0.452442903509506,-0.0315655749959506,-0.0683875429682037,0.422417246673791,0.367344924024338,0.21037932038611,0.0760768433790591
FT_tli,0.338381205102255,0.343185532454794,0.234063963559258,0.151767614000328,0.338734278848568,0.298776954246137,0.323037990350042,0.2344322531409,0.338572290420066,0.342474533513566,0.247199144881662,0.141562045377579,0.34174286174244,0.310840779807912,0.30184801933904,0.225202107413595,0.288148063530689,0.342317905902391,0.096938960940547,0.0127957415458299,0.339058011876589,0.285349635408792,0.29813890325649,0.0451938878917751
FT_tlp,0.109102445401901,0.100673901744314,0.142475937574341,0.111056454170361,0.109514542736642,0.152493979407203,0.0774870143919465,0.203823871482699,0.0750767521269147,0.0718298336892707,0.19030121129427,0.136422372520783,0.073824579030822,0.112086397312077,0.109467279394256,0.173947926898268,0.0794632105577786,0.105359741106016,0.11929100130177,0.127875040418183,0.108841815791552,0.0954311937082728,0.0596569195231967,0.0860553443113639
Flavonol.glycoside01,0.54603691623165,0.447011633030639,0.599275445326435,0.47304248967014,0.503508556080392,0.422290225601622,0.423129907833051,-0.000555762834476849,0.502998022156255,0.456822440578896,0.451209793927089,0.502850232575625,0.50360203783283,0.420503354322249,0.457951079745055,0.0970466675906643,0.458534474066461,0.460254382589255,0.308263545931763,0.410848341171332,0.481474923830376,0.429481594213349,0.44443492156337,0.035869054277164
Flavonol.glycoside02,0.0809804428226973,0.278525479393125,0.0326958379109829,0.37953900869477,0.218512026802961,0.392659801695006,0.0315119839148848,0.247602622950728,0.0762169429929022,0.19482180788846,0.229797768859472,0.217005113244208,0.206903337689431,0.337468451419628,0.0293696391044883,0.0952807721175466,0.117973073113587,0.201029538395867,0.263832426348794,0.171558324865581,0.145476703068392,0.144349367164841,0.228658453619233,-0.285942481416252
GLS.1,2.7087448183408,2.78991784310527,1.52471416709445,1.03772963489121,2.70185931357046,2.68632635942589,2.33940956266679,2.27900834785371,2.80244199917974,2.84010470782586,2.04865201789631,1.17392920368218,2.8030444154337,2.75506610115916,2.42184007299685,2.30583182320517,2.41003095542914,2.79907768381096,0.393957326041344,0.0176799665442524,2.74680642268303,2.42001721259337,1.24639167095016,0.473350228521139
GLS.2,0.6631102286687,0.778222918288335,0.37091876050692,0.111037271928769,0.624483189894894,0.724949908237846,0.487078836175248,0.79754840807232,0.688829552169201,0.748577685983286,0.584786790264727,0.175557228905149,0.692499104707092,0.722865398084084,0.505670716865885,0.626361772283168,0.588870881594452,0.724805375251844,0.0521508610311903,-0.117360138727492,0.627239549951503,0.603195251999064,0.339564652371581,0.134556270547494
I3M,-1.33760243302078,-1.31083620687067,-0.497147804417582,-0.495227087738575,-1.31484470749039,-1.33182330202184,-1.09294887439724,-0.841473851077954,-1.40508903368608,-1.46188411568463,-0.806343536163217,-0.554731310062622,-1.40435179141877,-1.35901015042922,-1.1796156485266,-0.957093285273195,-1.19404369074448,-1.2900410533524,0.0635639271813266,0.0654105178541158,-1.33849987204164,-1.23215591004668,-0.675044203641531,-0.288959555319143
Is3A7R,-0.389607338590924,-0.683156178381631,0.0425092681592699,-0.431673381426463,-0.54552185413329,-0.777008955791272,-0.410261908326879,-0.498260670597183,-0.468853311667217,-0.680351833668237,-0.191018687696671,-0.220749699654349,-0.566079236800392,-0.731667379498577,-0.433181295078005,-0.482348412519469,-0.414708882289855,-0.567432793153408,-0.0186251046484372,0.135844683060602,-0.536869616638359,-0.534648840054046,-0.358960697448056,0.121602920345096
Is3G,-0.193052030872664,-0.256196636184242,0.297468155402173,0.377977173344741,-0.10792571112671,-0.137240040062692,-0.0979497525958555,-0.541817085002395,-0.202468453326997,-0.275121804752454,0.0827027600821897,0.420802611179488,-0.158956386767055,-0.147260228227519,-0.102616749606774,-0.382925040882836,-0.163625999219111,-0.195572918900253,0.439618151047959,0.748755044503603,-0.141631239070667,-0.162969446267397,-0.236571558078421,-0.0893601955060047
Is3G7R,-0.00714595536775984,0.0567865800740731,0.212025924705179,0.161354726940666,0.0349101462001407,0.148407123162515,0.10070208879116,-0.127168710335782,-0.0224218298936236,-0.0105333056854726,0.209060340550236,0.208961277036658,0.0173210401369946,0.0730327127794711,0.0463126885181168,-0.031872654732161,0.020283198963508,0.0649366010737798,0.522798689629857,0.320719556562438,0.0410168954270127,0.118955445896474,0.115678011276584,-0.0343703203168534
Is3R7R,-0.421521163116828,-0.456587246599825,-0.00950522453121662,0.0776336746161283,-0.390176030531875,-0.385667024494676,-0.4901916673678,-0.408009910801776,-0.467445526448109,-0.516863625659395,-0.106877967811836,0.0529300739739379,-0.417004208504246,-0.41639922092212,-0.498981913658559,-0.473330555020587,-0.384900434171391,-0.441780808741452,0.21154868685021,0.373021767235439,-0.460804178801244,-0.403191443682161,-0.253803087461031,-0.102575609333763
K3A7R,-0.332741663104261,-0.385708869596483,-0.10290141001011,-0.430313148222974,-0.332721513309727,-0.449543888881078,-0.154631144240147,-0.274173849193143,-0.341032246714817,-0.403869167193791,-0.236208458737542,-0.342210711845944,-0.373656032374928,-0.458390278331999,-0.223633616771674,-0.250469246661729,-0.3028374457254,-0.335016147943821,-0.0923350196806394,-0.233842301933689,-0.312297797034734,-0.28928624754775,-0.291999963159006,-0.0382091614847567
K3G,0.100068669773296,0.0110943567939229,0.469731316389476,0.409245943997658,0.110088199717262,0.0958578642608926,0.124986970757279,-0.272552059782636,0.0799074463383003,0.0038850873982981,0.244991936726156,0.481107434480754,0.0915724043277846,0.0926509527008978,0.134554927788671,-0.130897391285998,0.0821140395252828,0.0663828632385329,0.454645214471043,0.694898069641287,0.0967557184288882,0.0755019546398555,0.0560986456327098,0.0485487854907816
