paper	phenotype	numaccessions	phenotypecategory	stressstrategy	1	2	3	4	5	6
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU308_309	144	Microbiome	NA	0.6681983	0.3568375	0.9874799	0	0.0004444363	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU32_33	144	Microbiome	NA	0.731308	0.2688749	0.9968351	0	0.0003240408	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU320_321	144	Microbiome	NA	0.8634044	0.3460867	0.9984416	0	3.906427e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU325_326	144	Microbiome	NA	0.980482	0.8949597	0.9973912	0.9841567	7.83878e-05	17
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU329_330	144	Microbiome	NA	0.3962502	0.3619473	0.2719589	0	0.0007742652	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU336_337	144	Microbiome	NA	0.9153746	0.5942971	0.9886882	0	0.000238164	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU349_350	144	Microbiome	NA	0.7803675	0.5480375	0.9392985	0	0.0009268813	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU358_359	144	Microbiome	NA	0.7898545	0.3401077	0.9976347	0	0.0007968119	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU37_38	144	Microbiome	NA	0.9917918	0.9219524	0.9967768	0.9698764	0.0001775995	25
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU373_374	144	Microbiome	NA	0.6730996	0.3839605	0.9930454	0	5.38767e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU38_39	144	Microbiome	NA	0.001976883	0.001999331	0.01144072	0	9.617641e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU385_386	144	Microbiome	NA	0.9909267	0.9616657	0.9999961	0.9999815	0.000307383	41
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU395_396	144	Microbiome	NA	0.9394335	0.6523995	0.9935762	0	7.471642e-05	3
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU4_5	144	Microbiome	NA	0.7285976	0.4251879	0.9161609	0	0.0001254769	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU40_41	144	Microbiome	NA	0.9485688	0.7245517	0.9959408	0	0.0001091713	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU452_453	144	Microbiome	NA	0.9999761	0.999907	0.9822089	0.922054	0.0001612081	28
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU478_479	144	Microbiome	NA	0.702917	0.288225	0.959949	0	0.0001463047	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU48_49	144	Microbiome	NA	0.7338782	0.2453994	0.9929792	0	7.323475e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU488_489	144	Microbiome	NA	0.02267086	0.01568175	0.2683653	0	8.018143e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU507_508	144	Microbiome	NA	0.6745167	0.343455	0.9804291	0	0.0009152142	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU51_52	144	Microbiome	NA	0.9471442	0.8084818	0.9944562	0.9706665	4.890234e-05	9
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU52_53	144	Microbiome	NA	0.9651733	0.7392139	0.9992918	0.9938202	0.0001445773	12
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU546_547	144	Microbiome	NA	0.999521	0.9978295	0.952834	0.7842506	8.238172e-05	13
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU555_556	144	Microbiome	NA	0.0007886981	0.0005980277	0.7234734	0	4.200109e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU557_558	144	Microbiome	NA	0.8510125	0.6091601	0.9559713	0	9.549877e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU561_562	144	Microbiome	NA	0.6364127	0.1352431	0.9861518	0	3.265708e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU562_563	144	Microbiome	NA	0.9999807	0.9999269	0.8880815	0.5872039	8.894927e-05	3
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU581_582	144	Microbiome	NA	0.8168444	0.4528421	0.9460338	0	0.0004286899	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU59_60	144	Microbiome	NA	0.9756272	0.8862063	0.9995748	0.9978136	0.000120955	20
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU592_593	144	Microbiome	NA	0.8189133	0.4705857	0.9623953	0	0.0005642914	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU6_7	144	Microbiome	NA	0.9800721	0.9735631	0.9996144	0.9994674	2.400274e-05	17
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU61_62	144	Microbiome	NA	0.6270193	0.4649182	0.9801343	0	3.263248e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU615_616	144	Microbiome	NA	0.8225961	0.5689731	0.9963873	0	0.0001803087	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU63_64	144	Microbiome	NA	0.6265296	0.4129901	0.9316697	0	7.871592e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU633_634	144	Microbiome	NA	0.9911699	0.9682673	0.999146	0.9978757	0.0001148442	28
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU648_649	144	Microbiome	NA	0.9997707	0.9993782	0.9903397	0.9630934	6.271521e-05	27
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU651_652	144	Microbiome	NA	0.01320477	0.006501045	0.8188052	0	4.502225e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU68_69	144	Microbiome	NA	0.2567296	0.1760275	0.872498	0	1.303687e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU70_71	144	Microbiome	NA	0.9848819	0.917008	0.9982227	0.9910375	0.0001227642	20
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU723_724	144	Microbiome	NA	0.9886377	0.9350407	0.8924886	0	3.679291e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU728_729	144	Microbiome	NA	0.2632936	0.138398	0.8684063	0	8.577709e-06	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU73_74	144	Microbiome	NA	0.9339089	0.7461143	0.9960881	0	0.0002265027	4
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU80_81	144	Microbiome	NA	0.9999884	0.9999184	0.9890562	0.9131988	9.687152e-05	15
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU835_836	144	Microbiome	NA	0.6687684	0.220539	0.96898	0	0.0001362431	2
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU836_837	144	Microbiome	NA	0.6670008	0.2995424	0.9985252	0	0.0003528428	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU85_86	144	Microbiome	NA	0.9999897	0.9999813	0.811899	0.5615679	2.345896e-05	6
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU913_914	144	Microbiome	NA	0.8755123	0.4511269	0.9690996	0	0.0003494378	1
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU93_94	144	Microbiome	NA	0.9999966	0.9999829	0.9128507	0.6712187	9.60548e-05	15
Bergelson_Horton_NatCommun_2014_PID_25382143	16S_OTU949_950	144	Microbiome	NA	0.6808746	0.3167719	0.9878951	0	0.0004959621	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1000_1001	145	Microbiome	NA	0.9998706	0.9997752	0.5879703	0	0.000266966	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1051_1052	145	Microbiome	NA	0.9860472	0.2042915	0.9997681	0	0.001781798	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1054_1055	145	Microbiome	NA	0.9985591	0.7960437	0.2659529	0	7.122773e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1084_1085	145	Microbiome	NA	0.9978745	0.9940599	0.7750119	0	0.0001638551	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1088_1089	145	Microbiome	NA	0.9888629	0.1316624	0.9957586	0	0.002382544	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1091_1092	145	Microbiome	NA	0.9990039	0.9981534	0.740155	0	3.323893e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1107_1108	145	Microbiome	NA	0.995811	0.2409185	0.561087	0	0.001336706	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1136_1137	145	Microbiome	NA	0.9797992	0.3024461	0.9725211	0	5.55375e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1145_1146	145	Microbiome	NA	0.9604317	0.2653312	0.5056914	0	3.4396e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1152_1153	145	Microbiome	NA	0.9915267	0.3100782	0.7035709	0	7.174193e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1189_1190	145	Microbiome	NA	0.9547209	0.1763754	0.8820199	0	1.29806e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1197_1198	145	Microbiome	NA	0.9834421	0.4361525	0.9986399	0	1.651609e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1198_1199	145	Microbiome	NA	0.9901386	0.128036	0.8431403	0	0.0009440527	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1202_1203	145	Microbiome	NA	0.9914252	0.2294611	0.5726421	0	0.0002081407	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1290_1291	145	Microbiome	NA	0.9944166	0.3274752	0.7333285	0	1.9686e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1386_1387	145	Microbiome	NA	0.9989185	0.9986285	0.1324557	0	5.908847e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1404_1405	145	Microbiome	NA	0.99947	0.9988002	0.6543775	0	9.05071e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1425_1426	145	Microbiome	NA	0.9956486	0.3797305	0.4655389	0	0.0003958302	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1481_1482	145	Microbiome	NA	0.998618	0.9878508	0.637099	0	1.733103e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1492_1493	145	Microbiome	NA	0.9914944	0.1042514	0.8671497	0	0.001335753	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1502_1503	145	Microbiome	NA	0.9988892	0.9066206	0.9373059	0	0.001551842	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1537_1538	145	Microbiome	NA	0.9960327	0.3866116	0.4973811	0	6.152361e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1549_1550	145	Microbiome	NA	0.9969367	0.9954754	0.9661645	0	0.0001139827	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1576_1577	145	Microbiome	NA	0.9974245	0.5099861	0.8522814	0	0.000442027	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1584_1585	145	Microbiome	NA	0.9600524	0.1116113	0.9743021	0	9.258417e-06	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1614_1615	145	Microbiome	NA	0.9993114	0.3979954	0.4841328	0	9.698583e-06	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1631_1632	145	Microbiome	NA	0.9554361	0.1523814	0.9925654	0	1.623921e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1644_1645	145	Microbiome	NA	0.9993866	0.9960461	0.8054193	0	0.0004242342	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1650_1651	145	Microbiome	NA	0.9957584	0.1502014	0.6394067	0	6.799415e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1660_1661	145	Microbiome	NA	0.9919185	0.9810148	0.449039	0	1.490456e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1666_1667	145	Microbiome	NA	0.9982792	0.2051893	0.8318558	0	0.0003546231	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1671_1672	145	Microbiome	NA	0.9990917	0.03951066	0.7939084	0	8.752242e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1676_1677	145	Microbiome	NA	0.9927311	0.5155732	0.706217	0	0.0004816782	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1713_1714	145	Microbiome	NA	0.9562637	0.2221817	0.9955407	0	1.166254e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1738_1739	145	Microbiome	NA	0.9988302	0.6978384	0.3648496	0	2.600408e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1762_1763	145	Microbiome	NA	0.9995072	0.9956364	0.7522777	0	2.077462e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1772_1773	145	Microbiome	NA	0.9909355	0.1724407	0.7343218	0	0.0002830648	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1786_1787	145	Microbiome	NA	0.9983014	0.9864593	0.906553	0	0.001561586	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1800_1801	145	Microbiome	NA	0.9933072	0.2027915	0.8215069	0	0.0006607574	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1805_1806	145	Microbiome	NA	0.9813872	0.2027342	0.9982588	0	2.789116e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1808_1809	145	Microbiome	NA	0.9982106	0.2097765	0.6857589	0	0.0008999438	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1822_1823	145	Microbiome	NA	0.9957332	0.1408818	0.803261	0	1.747666e-05	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1827_1828	145	Microbiome	NA	0.9666649	0.1029043	0.9159388	0	0.0002660378	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1845_1846	145	Microbiome	NA	0.9548209	0.2233713	0.9909986	0	4.087275e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1890_1891	145	Microbiome	NA	0.9879173	0.9719931	0.8866294	0	0.0005993527	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1941_1942	145	Microbiome	NA	0.9998518	0.9993767	0.8886246	0	9.941684e-05	1
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU1953_1954	145	Microbiome	NA	0.9942693	0.1356535	0.5519956	0	0.0001164036	2
Bergelson_Horton_NatCommun_2014_PID_25382143	ITS_OTU2043_2044	145	Microbiome	NA	0.9985539	0.4301729	0.8457843	0	0.0004198338	2
