paper	phenotype	numaccessions	phenotypecategory	stressstrategy	pve	rho	raw_var	imp_var	rawquant_var	impquant_var	n
Kliebenstein_Chan_PlosBio_2011_PID_21857804	AgNO3_Camalexin	91	Metabolite	Tolerance	0.724157	0.625994	196349.837660492	16823.249473221	0.996099300369145	0.999253326935527	68
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Alllyl_1	90	Metabolite	Tolerance	0.826662	0.60238	60.1667223880597	12.3405545282826	0.850838912178916	0.990441027251147	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Alllyl	92	Metabolite	Tolerance	0.935519	0.91645	0.071218458226769	0.0168242213460011	0.720631664986412	0.982676822471263	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Benzyl	92	Metabolite	Tolerance	0.879934	0.654742	0.000634826513213981	5.55916314953888e-05	0.810213392536753	0.98766128848741	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	But_3_enyl_1	90	Metabolite	Tolerance	0.999983	0.794421	10.5643175938489	0.75442126861747	0.757202362182712	0.985031560140487	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	But_3_enyl	92	Metabolite	Tolerance	0.999987	0.852332	0.00753098763853367	0.000554488442972597	0.83897353864975	0.989311693111142	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Control_Camalexin_1	92	Metabolite	Tolerance	0.759296	0.706695	2545.98397826087	206.659021424103	0.790379153901944	0.983374938019311	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Control_Camalexin	92	Metabolite	Tolerance	0.827006	0.589228	5368.60391052856	411.150323744301	0.790379153901944	0.986462711028659	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Fresh_Weight	91	Metabolite	Tolerance	0.999987	0.306943	5.52019315188762e-05	4.99760082045545e-06	0.752030891588345	0.985799851215806	68
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Indol_3_ylmethyl	90	Metabolite	Tolerance	0.714417	0.847035	0.85656829488919	0.10692590800965	0.995667253277928	0.999263032001434	67
