h_mean	h_median	h_2.5%	h_97.5%	PVE_mean	PVE_median	PVE_2.5%	PVE_97.5%	rho_mean	rho_median	rho_2.5%	rho_97.5%	PGE_mean	PGE_median	PGE_2.5%	PGE_97.5%	pi_mean	pi_median	pi_2.5%	pi_97.5%	n.gamma_mean	n.gamma_median	n.gamma_2.5%	n.gamma_97.5%	pheno
0.304733381411955	0.25895705	0.01170366975	0.856170319999999	0.181672511350999	0.1326609	0.004936578825	0.6851940325	0.639262796944246	0.704206	0.05698707125	0.98944468	0.362943592376048	0.3086954	0	0.950641025	0.0003760496570575	0.000167374	1.02712525e-05	0.001755648075	45.32685	20	0	211	16S_OTU2284_2285
0.756602015711963	0.9986581	0.03090172375	0.9999934	0.7167195131542	0.9967875	0.0143443	0.9999832	0.769115104560664	0.8514615	0.1142560025	0.9566186	0.547853410026805	0.6474176	0.008114642075	0.8055969225	0.00018959992631561	4.542135e-05	1.45158515e-05	0.000975857347499999	26.44547	12	2	115	16S_OTU233_234
0.322408045067998	0.296177	0.01590764225	0.77113938	0.208702997722663	0.172838	0.0069850752	0.595164415	0.543133466011311	0.5652959	0.03472836925	0.9780771975	0.2584009631499	0.1739751	0	0.891591995	0.00036324269696596	0.00020811415	1.051692225e-05	0.001321454475	43.55118	25	0	155	16S_OTU2331_2332
0.248661760317501	0.21203115	0.00949580265	0.675233787499999	0.13873848408692	0.10683715	0.0035152735	0.437584384999999	0.553115429988787	0.5789852	0.033219619	0.9819702025	0.212907549795172	0.1110508	0	0.8772686675	9.96065578093e-05	4.335724e-05	8.952281975e-06	0.0004989793	11.72155	5	0	61	16S_OTU243_244
0.4468180016711	0.4477116	0.0366977825	0.86503426	0.309394978361205	0.2899116	0.0174045305	0.7157754825	0.58617506418301	0.62718335	0.04198189775	0.982897	0.331081339856458	0.2640177	0.00149459235	0.9281582125	0.00123052814237609	0.001262526	1.290357425e-05	0.00251553915	148.43818	153	1	295	16S_OTU252_253
0.978828835598	0.9802728	0.9524066	0.9914084	0.883640110405	0.8824109	0.8086845	0.9383834	0.993956445027	0.9956209	0.9752462	0.9999198	0.967626844556	0.9737987	0.9052226	0.9989721	0.000117935260971	0.0001188874	5.841938e-05	0.0001601853	20.78196	21	17	25	16S_OTU254_255
0.448277816907025	0.4548546	0.0465946315	0.83307198	0.330033822862529	0.3215141	0.022059985	0.7034085325	0.496624076212371	0.50146805	0.0290340675	0.96141625	0.223095903042065	0.1434451	0	0.8375237875	0.00032778697866767	0.00018683115	1.05394335e-05	0.00140133575	39.20623	23	0	161	16S_OTU2561_2562
0.225608221464501	0.1847649	0.0075867091	0.6474358925	0.126190322740496	0.09492349	0.003269349175	0.41058983	0.578549536380755	0.6190112	0.037770247	0.9850419	0.290164055912152	0.2022045	0	0.9210994	0.00065196269942243	0.0004017189	9.733809e-06	0.0019467426	78.36733	47	0	231	16S_OTU26_27
0.65331467528867	0.7106614	0.05765247	0.9224263	0.364338561015648	0.3856438	0.02643825675	0.5930527	0.914598391778176	0.9698549	0.3463749725	0.9991345	0.792713082321546	0.87258375	0.0487106975	0.9951774	5.080355224434e-05	2.956992e-05	9.105773e-06	0.00030403941	6.90254	4	1	38	16S_OTU273_274
0.280111586860153	0.2247479	0.0083103415	0.7837024	0.14168275809857	0.10502595	0.003081384475	0.4461148	0.678655882923427	0.7655856	0.0610082715	0.9934383225	0.387582042296228	0.3246634	0	0.968547345	0.00018086180985911	4.194119e-05	9.163847625e-06	0.001307026	21.73569	5	0	158	16S_OTU278_279
0.258862050878381	0.2210643	0.009513626275	0.69697368	0.154996899794863	0.1188046	0.004216503275	0.495159285	0.572363870350016	0.60751	0.03838257425	0.98361118	0.301782894618937	0.22140655	0.000503051965	0.9229590675	0.00071249736498253	0.00041988235	1.197043125e-05	0.002363846	85.60006	51	1	285	16S_OTU28_29
